Max_spout,Spliters,Counters,Throughput+,Latency-
10000,2,11,73286,1183.4
1000,4,11,57962,176.22
1.00E+06,5,5,48852,821.36
100,2,12,54774,17.333
1.00E+05,4,2,33020,1152
1000,5,5,49159,205.99
100,4,4,42733,24.039
10000,3,11,58125,823.45
1.00E+06,4,6,46966,853.63
10000,3,1,51479,1811.1
1.00E+06,3,4,52085,1052.8
1.00E+05,3,12,56804,806.52
1.00E+05,6,17,44254,652.28
1,1,4,5646.8,1.8299
1,3,6,7136.5,1.4391
1,3,16,6634,1.5347
10,1,14,27587,3.6289
10,5,14,28961,3.4509
1000,2,10,56649,177.42
1000,1,9,63205,143.47
1.00E+05,5,4,33910,1023.2
1000,2,1,41689,239.02
10,6,2,34466,2.9167
10,3,7,30044,3.3138
100,6,7,40728,24.383
100,6,17,42239,21.375
1,2,2,5801.6,1.7259
1,5,13,6373.1,1.5647
10,3,5,30710,3.2454
1000,2,16,63510,116.06
10000,6,2,53858,425.77
10000,5,11,56989,830.78
1.00E+06,5,17,56517,846.58
100,6,14,48914,19.031
10000,3,14,57828,792.73
1000,6,16,45229,193.45
1000,2,11,61353,156.71
1.00E+05,3,5,50951,825.53
10000,2,8,57685,1722
1000,4,8,53299,191.88
1.00E+06,5,16,52914,835.93
1000,5,4,39442,261.79
1000,3,7,48022,213.83
1000,1,2,53086,191.22
10,2,9,30945,3.2195
1,5,14,6400.4,1.5555
10,2,1,28180,3.5385
1.00E+05,4,11,55317,784.34
1.00E+06,2,5,63131,81802
1,2,10,5370.8,1.8457
