Spout_wait,Spliters,Counters,Throughput+,Latency-
3,2,6,9099.8,321.72
4,5,16,10253,259.36
9,1,15,5112,544.7
5,1,16,7109.5,384.78
1000,2,11,2809.2,989.08
10,5,2,7219.1,372.5
10000,1,13,299.25,8308.3
6,6,9,10324,272.49
4,5,8,10373,261.83
3,6,16,10578,256.17
10,3,10,7370.8,359.27
60000,2,11,188,48245
1,1,3,6892.6,372.64
4,2,4,8226,325.08
9,5,13,7340.5,378.22
10000,2,7,312.44,8459.8
60000,1,6,138.86,41549
1,6,7,9267.4,278.68
2,6,3,9383.1,288.03
3,1,11,7784.1,361.09
1000,2,3,2705.5,1055.2
9,4,1,8110.7,337.94
4,3,8,9549.2,264.45
1000,2,7,2669.3,1001.1
4,6,4,10010,279.26
6,4,9,9934.4,284.33
5,1,4,6836.2,420.68
10000,3,9,327.88,8574.1
8,4,12,7065.2,381.96
10,1,3,5545.9,519.78
10000,6,7,352.4,7190.7
100,4,12,7502.6,377.41
7,6,16,7196.6,363.6
5,4,1,11014,271.8
2,2,14,8935.4,296.31
1000,2,18,2446.2,1076.1
10000,4,12,334.06,7449.5
3,5,16,10465,264.47
6,3,1,11224,264.8
2,1,16,6403.8,403.02
7,2,8,7328.9,383.54
8,4,14,7224.8,366.85
10000,3,13,330.44,8416.9
10000,5,7,324.56,7662.3
100,5,5,7124.6,406.98
8,4,1,8000.2,362.46
2,6,2,10446,287.98
9,6,3,7033.1,400.69
7,2,9,7558.7,354.59
2,3,12,10573,274.53
1,6,2,10289,273.26
1,4,13,10221,270.13
10000,3,1,326,8171.3
5,2,5,8801.1,328.53
2,1,15,7048.7,366.02
1,2,18,9861.4,310.09
4,6,14,10710,264.8
10,3,9,7110.1,424.21
60000,6,11,402.67,38815
7,1,16,6424.4,476.81
8,4,6,6897.5,395.36
7,5,2,7644.9,360.56
100,3,7,7092.8,388.21
10,2,13,6978.3,410.95
1,5,17,10090,268.18
9,2,9,6113.5,452.85
7,4,14,9014,294.81
3,4,13,10353,267.47
10,3,6,7213.7,380.23
5,2,8,8975.4,301.11
7,5,14,7571.9,369.69
10,1,16,5023.4,519.18
10000,3,10,295.12,8210.8
9,2,4,6443.1,454.63
3,6,14,10301,283.18
8,6,16,7835.5,365.47
2,1,4,6761.8,419.62
10000,2,16,293.33,8777
2,4,4,9282.2,290.41
4,4,11,9605,269.76
4,6,12,9848.3,261.07
7,5,4,7337.5,370.5
9,2,18,6521.1,445.1
2,6,17,10230,282.65
10,5,13,7574,369.21
60000,6,15,172.4,35839
60000,5,2,135.33,47114
3,2,2,9305.9,312.83
2,5,4,9311.9,287.58
100,6,10,7269.6,381.79
4,4,14,9953.6,271.77
6,4,6,9936.2,272.42
10,2,11,6371.3,401.23
4,4,3,10177,268.72
100,2,11,6382.8,446.44
7,5,11,7278.1,375.23
2,1,1,6407.6,462.69
9,1,13,4871.9,573.46
7,1,4,6970.3,399.57
10000,1,3,312.44,8763.2
10,1,11,5441.4,550.86
9,2,11,6733.9,415.09
8,2,10,6736.2,422.44
1000,5,2,2816.8,943.22
10000,5,5,380.38,7246.1
6,5,5,10303,281.52
8,2,2,6703.9,417.29
10,3,7,6883.2,374.79
1,1,12,7759.8,384.22
9,6,10,7196.9,374.56
2,3,7,9986.8,288.98
4,2,6,8920,314.2
7,1,8,7757.4,382.54
10000,2,2,293.31,8393.9
60000,6,10,193.5,38324
60000,2,9,160,57645
3,5,12,10370,264.86
2,5,3,9449.5,285.11
5,1,10,7851.8,358.11
10000,5,18,344.44,6687.1
10000,5,2,335.94,7684.7
1,4,1,10382,276.56
60000,2,13,171.8,46373
5,3,14,9968.8,275.51
10,3,13,7372.4,357.52
8,1,12,4984.4,525.78
10000,5,8,413.38,6945.1
8,4,15,7678.7,378.03
10,2,1,6756.1,456.87
10000,5,12,342.62,7583
2,5,14,11141,263.75
10,6,16,7678.8,382.6
8,5,13,6671.2,368.78
60000,2,17,158.33,40490
1,2,14,8300.4,317.24
1,1,17,6941.9,378.72
60000,3,8,196.5,37933
4,2,14,8572.5,320.8
10000,2,13,322.88,8480.3
5,5,17,10795,252.32
1,3,7,9484.2,281.69
3,2,13,8711.9,294.95
10000,6,9,382.75,6717.6
4,5,6,9470.7,293.76
10,5,5,6923.1,390.77
7,6,12,7105.9,385.29
5,5,6,9465.1,269.73
1,3,12,9966.8,272.83
100,4,3,7003.7,388.86
4,3,16,10000,272.82
1000,5,3,2681.6,1002.6
8,3,11,7738,384.06
9,6,9,7637.6,384.38
100,5,2,7288.2,355.37
100,6,6,7276.7,412.97
10,3,11,7087.1,350.4
3,3,5,9330.1,286.02
100,4,17,7340.6,367.86
3,3,11,10007,283.96
3,6,13,10919,265.52
10000,4,15,376.06,7556.4
2,4,18,9715.1,269.13
1000,2,14,2557.3,975.72
2,3,16,10814,276.04
10,2,12,6790.9,415
5,1,12,7766.3,362.41
6,1,9,7323.3,367.29
9,1,17,4962.8,538.3
2,6,9,9868.1,273.86
1000,4,12,2834.9,957.35
9,4,11,7716.1,362.23
1000,6,13,2898.9,928.59
10,4,7,7288.2,370.41
2,1,11,6753,402.31
