Max_spout,Spliters,Counters,Throughput+,Latency-
1000,1,15,20768,560.98
10000,2,9,30740,3751.1
1,6,9,4568.4,2.2659
10000,2,15,27830,3523.8
1.00E+06,1,15,39811,83368
1000,1,6,22127,540.98
100,2,12,26077,39.596
1000,3,15,19776,602.72
100,6,9,22039,41.581
10000,3,6,16018,2153.4
1.00E+06,6,15,25389,812.2
1,2,3,4213.6,2.4483
1.00E+06,2,3,41319,90593
1.00E+05,1,15,21013,45807
100,2,3,18789,60.38
1.00E+06,2,9,61403,52488
1,2,18,4229.9,2.4561
10000,6,15,25023,809.05
10000,3,1,8160,13166
1.00E+05,6,3,19790,2276.2
10000,6,9,25614,1220.9
10,6,9,18337,5.274
1.00E+05,1,9,18336,49528
1.00E+06,6,9,25312,911.97
1.00E+06,2,15,63734,71418
1,3,15,4684.3,2.263
1000,6,15,24693,277.74
100,1,1,8600.1,142.45
100,6,6,21305,46.838
100,1,3,17561,66.278
10000,3,3,18253,1943.9
1.00E+06,1,12,38675,84330
10,2,18,18872,5.704
1,6,1,4849.6,2.3172
10000,3,15,18857,1717.1
1.00E+06,6,12,26336,855.8
10000,6,6,26972,1266.6
1,6,18,4702.3,2.2763
10,3,1,7221.4,19.849
10000,2,1,6913.8,14710
1.00E+05,6,12,25490,953.19
100,3,9,21596,51.502
10000,6,1,8058.1,11121
10,6,12,17812,5.8555
1.00E+05,2,12,29893,34751
10000,1,1,8808.6,12596
1.00E+06,1,6,32533,79764
100,2,18,28405,38.097
1.00E+05,1,6,18566,51016
1.00E+05,3,18,17900,1829.9
