A,B,C,D,E,F,G,H,I,J,K,A-,B-
1,0,0,1,1,1,0,1,0,0,0,213,15
1,1,1,0,1,0,1,0,1,0,0,223.42,29
1,0,0,1,1,0,0,1,1,1,0,247.72,19
1,0,0,0,0,1,1,0,1,0,0,218.12,29
1,1,0,0,0,1,0,1,0,0,1,258.16,12
1,1,0,1,1,0,0,0,0,0,1,216.22,26
1,1,1,1,1,0,0,0,0,1,1,238.75,28
1,0,0,0,1,1,0,0,1,0,1,233,28
1,0,0,0,0,0,0,0,1,1,0,234.87,29
1,0,1,0,1,1,0,0,1,0,1,233.43,28
1,0,0,1,1,0,1,0,1,0,0,219.63,29
1,1,0,0,0,0,0,1,1,0,0,227.01,18
1,0,1,1,1,1,1,1,1,1,0,254.24,20
1,0,1,1,1,0,1,0,0,1,1,235.95,27
1,1,0,0,0,0,0,0,0,0,0,201.15,26
1,0,1,1,1,1,0,1,1,0,0,230.47,19
1,1,1,1,1,1,0,0,1,0,1,236.17,28
1,1,0,1,1,0,1,1,1,1,0,254.13,20
1,0,1,0,1,1,0,0,0,1,1,235.7,28
1,1,0,0,0,0,1,0,0,1,1,235.21,28
1,1,0,1,1,1,0,1,1,1,1,266.21,20
1,1,1,1,1,0,1,0,1,1,1,254.42,28
1,1,0,0,1,0,1,0,0,0,0,203.56,29
1,0,1,1,1,1,0,1,0,0,0,215.01,14
1,0,1,0,1,1,0,1,0,0,0,215.94,14
1,0,1,1,1,0,1,1,0,0,1,265.65,12
1,0,1,0,1,0,1,1,0,1,0,237.52,15
1,1,1,1,1,0,0,1,1,0,1,250.16,16
1,0,0,1,1,0,0,1,1,0,0,227.19,19
1,1,1,1,1,0,1,1,0,0,1,266.19,12
1,1,0,0,0,0,1,1,1,0,0,227.75,18
1,1,1,0,1,1,1,0,0,1,0,230.31,28
1,0,0,1,1,0,1,1,1,0,0,227.99,18
1,1,1,0,1,1,1,1,0,1,1,256.23,15
1,1,1,1,1,1,0,0,0,1,1,240.35,28
1,1,0,1,1,1,0,1,0,1,0,240.05,15
1,0,0,0,0,1,1,1,1,1,0,248.54,20
1,1,0,1,1,0,0,1,0,1,1,250.57,16
1,0,1,1,1,1,1,0,0,0,1,219.87,29
1,1,0,1,1,1,0,0,1,1,0,244.61,28
1,0,0,1,1,0,0,1,1,0,1,247.43,17
1,0,0,0,1,1,1,1,1,0,0,229.21,18
1,1,0,1,0,0,0,1,0,0,0,210.24,14
1,0,0,1,0,1,0,1,0,0,1,259.38,12
1,1,0,0,0,1,0,1,0,1,1,251.91,16
1,0,0,1,0,1,0,0,1,0,0,218.56,29
1,1,0,0,0,0,1,0,0,1,0,226.7,29
1,0,1,0,1,1,1,0,1,0,1,236.35,28
1,1,1,0,1,0,0,1,1,1,1,267.28,19
1,1,1,1,1,0,1,0,0,0,0,207.65,29
1,1,0,0,0,0,1,0,1,1,0,242.81,28
1,0,1,1,1,1,0,1,0,1,0,237.04,15
1,1,0,0,0,0,0,1,0,1,1,249.66,16
1,0,0,0,1,0,0,1,0,1,1,246.38,16
1,1,1,0,1,0,0,1,0,0,1,246.96,14
1,0,0,1,0,1,0,1,1,1,1,259.76,19
1,1,0,0,1,1,0,1,0,1,0,240.99,16
1,0,0,1,0,1,0,1,0,0,0,211,14
1,0,1,0,1,1,1,0,0,1,1,234.77,27
1,1,1,1,1,0,1,1,1,1,0,257.54,20
1,0,1,0,1,0,1,0,1,1,0,240.22,28
1,1,1,1,1,1,1,0,1,0,1,236.74,28
1,1,1,0,1,0,0,1,0,0,0,215.88,14
1,1,1,0,1,1,1,0,0,0,0,206.23,29
1,0,1,0,1,0,1,0,0,0,0,202.93,29
1,1,0,1,1,1,0,0,0,1,1,237.47,28
1,0,0,1,0,1,1,0,1,0,0,219.08,29
1,1,1,0,1,0,1,1,1,0,1,251.25,18
1,0,1,0,1,1,0,0,0,0,0,203.53,29
1,1,0,0,1,0,1,1,1,0,0,230.14,18
1,1,1,0,1,1,1,1,1,0,1,252.68,18
1,1,1,0,1,1,1,1,1,1,1,269.47,19
1,0,1,0,1,0,0,0,1,1,0,241.02,28
1,0,0,1,0,1,0,1,0,1,0,232.96,15
1,1,0,0,0,1,1,0,1,1,0,244.28,28
1,0,1,0,1,0,1,0,0,0,1,218.02,27
1,1,0,0,1,1,1,1,1,1,0,257.17,19
1,0,1,1,1,1,1,0,0,0,0,205.47,29
1,1,1,1,1,0,0,1,1,1,0,256.18,19
1,1,0,1,0,1,0,0,1,1,0,243.12,28
1,1,1,0,1,0,0,0,1,0,0,223.3,29
1,1,0,1,1,1,1,1,1,1,0,255.62,20
1,0,1,1,1,1,1,0,1,0,0,221.86,29
1,1,1,1,1,1,1,0,1,1,0,246.48,28
1,1,1,0,1,1,1,1,1,1,0,255.87,20
1,0,1,1,1,0,1,1,1,1,1,264.6,19
1,1,0,0,1,0,1,0,1,0,1,234.47,29
1,1,0,1,1,1,0,1,1,1,0,254.14,20
1,0,0,0,0,0,0,1,1,0,0,224.49,18
1,1,1,1,1,1,0,1,1,1,0,255.47,20
1,0,0,1,1,0,1,0,0,0,0,202.68,29
1,1,0,1,0,1,0,0,0,1,1,235.85,28
1,1,1,0,1,0,1,1,0,0,0,214.34,14
1,1,1,0,1,0,1,0,1,0,0,221.78,29
1,0,0,1,0,0,0,0,1,0,1,231,29
1,0,1,0,1,0,1,1,1,0,0,230.57,18
1,0,0,1,0,1,1,0,1,1,0,240.21,28
1,0,1,0,1,0,1,1,0,1,0,234.55,15
1,0,1,0,1,1,1,1,0,0,0,214.41,14
1,1,0,1,1,0,0,0,1,1,1,251.71,28
1,1,0,0,0,1,0,0,0,0,1,214.28,29
1,0,1,1,1,1,1,1,1,0,1,252.45,18
1,0,1,0,1,0,1,1,1,1,1,263.79,19
1,1,0,0,1,1,1,1,0,0,0,215.37,15
1,0,1,1,1,0,1,1,0,0,0,214.31,14
1,1,1,0,1,0,0,1,0,0,1,264.64,11
1,0,0,1,0,0,1,0,1,0,0,217.9,29
1,0,1,0,1,1,1,0,0,1,0,226.09,28
