Max_spout,Spliters,Counters,Throughput+,Latency-
100,5,18,51769,19.344
100,4,17,53212,19.881
10,5,15,28524,3.5358
1.00E+05,1,15,64561,15257
1,2,11,5378.1,1.8613
10000,2,12,74141,1169.3
10,4,7,30177,3.3191
1000,6,10,45031,177.52
10,1,7,29503,3.4534
1,3,5,7130.9,1.4207
10,3,2,32680,3.058
10,3,4,32064,3.1989
1.00E+05,2,3,58901,15448
1.00E+06,3,10,56862,827.55
1.00E+06,1,12,85232,40805
10,6,6,31394,3.2462
10,4,11,29849,3.3491
1,6,13,7197.3,1.415
1,4,2,7928.6,1.3264
1.00E+06,1,18,82514,44566
1.00E+06,5,13,54479,824.38
1,4,5,6869.1,1.4805
100,6,12,47366,20.042
1,2,18,5351.2,1.8451
1000,4,5,48125,216.95
1,2,1,5698.4,1.8184
1.00E+06,1,1,66418,91578
1.00E+05,3,5,50951,825.53
10,5,4,30228,3.3734
1.00E+06,5,8,53027,895.41
1.00E+05,4,13,55815,876.54
1.00E+05,5,16,54569,931.08
10,3,12,29980,3.326
1.00E+05,2,10,64860,14685
10000,1,13,64277,1595.8
10,6,1,30328,3.3034
1000,4,16,60322,170.17
1.00E+06,1,13,81950,55477
100,1,13,54443,17.328
1,2,6,5546.3,1.8161
10,4,6,30674,3.274
100,5,17,53022,18.921
1.00E+05,5,8,53160,868.4
100,3,10,54352,18.575
100,6,3,44198,22.409
1000,1,10,58738,157.47
1,5,6,7000.6,1.446
10000,2,10,67768,1463.6
10000,1,8,62588,1376.4
1.00E+05,6,15,47606,525.63
1000,4,4,43890,231.82
1,2,10,5370.8,1.8457
10,4,16,28586,3.4746
10,4,14,30010,3.389
1.00E+06,5,16,52914,835.93
1000,1,8,53505,174.83
10,2,12,30864,3.2659
10000,3,4,53813,1140.1
1,4,7,6763.1,1.5126
1.00E+06,2,15,77306,17328
100,1,8,51198,20.136
1.00E+05,6,10,44348,551.68
10,6,13,30842,3.226
10,6,9,31656,3.1751
1.00E+05,2,6,62921,14513
