Max_spout,Spliters,Counters,Throughput+,Latency-
1.00E+05,2,12,31491,29871
10,2,15,19505,5.6023
1.00E+05,2,18,31825,28692
1.00E+06,3,3,19133,1814.2
10000,3,9,18710,1802.8
10000,2,6,29437,3740
100,2,1,8746,117.57
1.00E+05,1,6,27212,25993
1.00E+05,6,15,25927,834.61
100,1,12,20872,55.886
10,3,3,14591,7.6695
1.00E+06,2,18,65823,46988
1.00E+06,3,15,19319,1711.5
1000,2,3,22289,518.71
1000,1,12,21808,470.82
100,2,18,25565,39.447
1000,3,3,19036,595.91
10000,6,18,26558,1099.8
1,2,1,4294.7,4.7793
1.00E+06,2,9,47756,70551
1000,1,3,20050,553.74
100,6,6,21587,48.702
1000,2,6,25805,463.33
1.00E+06,1,9,41829,24516
10,6,9,20066,5.0202
1.00E+05,3,9,17859,2033.3
10000,1,3,20072,4961.1
10000,6,9,25202,1145.3
100,1,1,8511.2,135.2
10000,2,9,30161,3483.2
10,1,1,8226.1,13.733
10000,2,18,31933,3296.5
10000,3,6,18757,1658.8
1.00E+05,6,3,21251,1891.2
1,3,15,4767.6,2.2173
1.00E+06,2,3,44107,94541
100,3,9,21448,54.396
1,2,12,4288.1,2.3965
1,1,1,4255.3,2.5621
10000,6,12,25977,1047.6
1,1,18,3964.2,2.5503
100,3,12,20821,56.731
1.00E+05,6,6,26583,1151.3
10,6,3,16238,7.0838
1.00E+06,6,18,26933,979.55
10000,2,1,7431.5,13541
1,1,3,4160.1,2.6057
100,3,3,16941,65.185
1,1,6,4089.5,2.55
1000,2,18,32815,341.28
