Max_spout,Spliters,Counters,Throughput+,Latency-
10,3,15,16905,6.2653
1.00E+05,3,3,18567,1733.9
1,2,9,4752.9,2.2133
10,3,18,15905,6.7601
1,3,1,5384.6,1.9707
1,3,3,5591.7,1.9243
1.00E+06,1,15,58616,84497
1,2,1,4508.5,2.4379
100,3,3,18806,58.44
1,2,3,4747.2,2.1477
1.00E+05,6,12,29156,697.91
10000,6,9,27814,655.03
10000,2,6,33463,3441.6
1.00E+06,3,1,51244,80453
1.00E+06,6,15,26632,824.51
1.00E+05,1,18,21202,45261
1,6,6,5202.6,1.941
100,3,1,9885.2,117.19
1.00E+05,2,18,34687,28743
1000,2,3,26177,440.59
1,6,12,5120.9,1.9902
1,2,6,4794.6,2.289
100,2,18,33784,32.883
1,3,12,5131.6,2.0329
100,2,6,28972,44.161
1.00E+05,3,15,21716,1473.6
10000,6,15,27720,745.04
10,3,3,16797,6.415
1.00E+06,3,18,20184,1516.5
1.00E+06,3,3,19409,1785
1.00E+06,1,12,55320,91290
10,1,6,15094,7.4457
10000,1,12,21385,4985.3
1.00E+06,6,1,52828,73243
1.00E+06,2,3,42537,85607
1.00E+06,2,6,56964,72319
1.00E+05,2,3,26935,35250
1000,3,12,25959,435.89
100,3,18,21195,49.925
1000,1,18,25595,446.03
1000,6,15,27234,277.65
1.00E+06,6,3,22139,1764.9
10,6,6,19636,4.711
1,1,1,4602.9,2.25
10000,1,9,21076,5170.7
100,6,1,10467,102.54
100,6,6,24578,38.387
1000,6,1,9328.2,1175
1.00E+05,6,6,25775,1066.2
10,2,6,21618,4.8312
