Max_spout,Spliters,Counters,Throughput+,Latency-
1000,2,17,69097,127.68
10000,4,3,36455,1007.8
1,6,7,7767.6,1.331
10000,4,14,54537,828.62
1.00E+06,3,9,58277,775.45
1000,2,6,53012,197.96
100,4,1,46605,22.206
1000,6,1,51216,176.28
100,6,17,42239,21.375
10000,5,12,56196,775.45
1.00E+06,6,17,45327,520.84
1,2,17,5381,1.9208
1.00E+06,4,4,41062,897.43
1.00E+05,3,6,54630,831.75
100,3,5,48057,20.875
1.00E+06,4,12,53634,920.88
1,4,1,6764.7,1.477
1.00E+05,1,16,63390,14063
10000,5,2,34867,1029.5
1.00E+06,1,3,63021,82187
1.00E+05,1,5,60465,14235
10,6,13,30842,3.226
1.00E+05,2,15,81320,10245
10000,4,13,58281,784.23
1.00E+05,1,15,64561,15257
1,5,8,7004.2,1.4586
10000,1,9,64300,1468.8
100,1,10,53349,18.9
1.00E+06,2,16,69749,309.65
100,6,14,48914,19.031
100,1,15,54676,16.838
10000,5,6,49070,855.65
1.00E+06,5,13,54479,824.38
10,4,3,30954,3.258
1,5,15,6345.6,1.5636
10000,6,5,43547,681.48
1,6,8,7104.5,1.3724
1.00E+05,1,2,56635,16829
10,1,4,28996,3.4218
10,4,7,30177,3.3191
1.00E+06,5,8,53027,895.41
10000,3,10,54797,816.4
10000,5,5,46750,815.89
100,5,6,44432,22.501
10000,6,14,47003,494.8
10,6,16,30727,3.2578
1.00E+05,5,9,55332,800.45
1.00E+05,4,17,58359,895.5
1.00E+06,3,12,58792,853.42
1.00E+05,4,14,55063,918.63
1.00E+06,5,17,56517,846.58
10000,2,2,48986,2043.7
1.00E+06,5,11,53942,888.87
100,4,10,50731,20.16
1.00E+05,2,13,76190,789.55
1.00E+06,4,18,55566,952.86
10000,3,1,51479,1811.1
10000,6,13,46248,522.78
1.00E+05,6,10,44348,551.68
1000,2,8,49891,206.25
1,4,8,6386.8,1.531
10,5,3,28968,3.4356
1.00E+06,1,10,73506,40071
100,3,16,54903,18.29
1.00E+06,3,2,64297,720.35
1.00E+06,4,9,51861,857.03
1000,4,14,55946,181.57
10,6,18,30611,3.2763
1,4,6,7207,1.4109
1.00E+06,4,14,55471,842.9
100,2,9,52608,19.265
1000,2,9,57605,168.94
1,1,13,5201.2,1.9178
1.00E+06,6,11,45294,505.23
10,4,2,29418,3.5282
10000,2,14,75596,1100.8
1,2,5,5846.6,1.8195
10,4,18,28001,3.4593
1,4,17,6151.7,1.6312
100,5,15,52117,19.199
10,5,8,30839,3.3064
10,1,16,27584,3.6382
1.00E+06,5,15,54619,965.73
100,4,4,42733,24.039
1.00E+05,4,15,55649,878.43
10000,2,4,52942,1857.9
100,3,8,53673,18.819
1000,1,15,65559,146.59
100,6,15,46076,19.476
1000,1,9,63205,143.47
1000,3,16,59858,172.84
1.00E+05,6,7,38731,827.65
100,4,13,52643,19.134
1000,4,2,34221,299.39
10,3,4,32064,3.1989
100,4,3,39276,26.5
1000,5,16,53494,190.48
1.00E+05,3,3,43551,806.48
100,6,5,46010,21.097
10000,2,7,66185,1301.6
100,3,18,54581,18.323
1.00E+06,6,9,45737,488.02
1.00E+06,5,6,42877,863.05
100,6,7,40728,24.383
1000,6,17,44658,195.48
10,1,10,28244,3.4636
1000,2,7,56569,168.79
100,3,7,49943,20.323
1.00E+05,5,8,53160,868.4
10,5,4,30228,3.3734
1.00E+06,4,1,73975,27361
