Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-
3,10,1,1,1.00E+05,1.00E+05,103.19,2803.1
3,10,3,60,1.00E+07,1000,14350,18.105
3,100,9,60,1.00E+07,1.00E+05,35542,75.57
3,10,2,1,1.00E+06,1.00E+05,4654.2,622.11
3,100,6,10,1.00E+05,1000,37747,66.468
3,100,3,120,1.00E+06,1.00E+05,37865,67.311
3,10,3,1,1.00E+06,1.00E+05,15735,17.741
1,10000,2,300,1.00E+07,1000,5818.5,13204
3,1000,6,300,1.00E+06,1000,1.30E+05,181.98
3,1000,18,300,1.00E+07,1000,1.14E+05,356.43
1,1000,12,300,1.00E+07,1.00E+05,59585,142.25
1,10,18,120,2.00E+06,1.00E+05,34893,2.1964
1,10,1,120,2.00E+06,1000,25113,3.6288
3,10000,1,300,1.00E+05,1000,6361.5,26453
3,10000,1,1,1.00E+06,10000,8338.7,16911
3,1000,15,300,1.00E+05,1000,1.14E+05,214.16
3,100,18,300,2.00E+06,1.00E+05,37679,66.129
1,10000,12,60,1.00E+07,1.00E+05,1.55E+05,494.34
1,1000,2,300,2.00E+06,1.00E+05,488.62,8891.5
3,1000,3,300,2.00E+06,10000,1.31E+05,200.07
3,100,2,120,1.00E+07,1000,23051,155.54
1,10,12,300,1.00E+06,1000,38290,2.1807
1,1000,15,1,1.00E+05,1.00E+05,64846,122.04
3,100,6,1,2.00E+06,10000,37537,64.144
1,10,6,60,1.00E+07,10000,35763,2.0853
3,100,1,300,2.00E+06,10000,802.24,3670.1
3,100,18,1,1.00E+07,1.00E+05,32299,198.28
1,100,15,300,2.00E+06,10000,20245,42.422
1,10,3,300,1.00E+05,1000,36512,2
3,10,6,1,1.00E+07,1.00E+05,15296,19.394
3,10,9,10,1.00E+06,1.00E+05,16260,18.282
1,10000,15,60,2.00E+06,1.00E+05,1.55E+05,410.48
3,10,9,120,1.00E+06,1.00E+05,16256,16.217
1,100,3,300,2.00E+06,1.00E+05,38146,19.421
3,10,15,120,2.00E+06,1000,10770,22.599
3,10000,12,300,2.00E+06,1000,2.13E+05,1098.3
3,100,2,60,1.00E+06,10000,14540,988.33
3,100,9,300,1.00E+05,10000,39415,69.51
3,10000,18,120,1.00E+06,10000,1.99E+05,1116.1
3,100,9,120,1.00E+05,10000,38952,66.701
1,10000,1,120,1.00E+06,1000,2900.1,25425
1,1000,9,60,1.00E+07,1.00E+05,72044,111.03
3,100,6,1,2.00E+06,1000,39365,67.87
3,1000,18,1,2.00E+06,10000,1.21E+05,237.01
3,1000,15,120,1.00E+07,1.00E+05,1.17E+05,264.3
1,1000,12,1,2.00E+06,1.00E+05,60345,124.8
3,100,6,60,1.00E+07,10000,35979,77.916
1,10000,6,300,2.00E+06,1000,1.31E+05,300.5
1,100,6,120,2.00E+06,10000,38869,19.67
1,10,1,120,1.00E+06,10000,9564.6,9.7595
3,1000,6,1,1.00E+05,1.00E+05,1.30E+05,185.96
3,10,12,120,1.00E+06,10000,11606,22.718
3,10000,2,60,1.00E+06,10000,19682,9114.6
3,100,15,10,2.00E+06,10000,39491,64.826
3,10000,12,10,2.00E+06,10000,2.04E+05,1100.6
1,10000,12,120,2.00E+06,1.00E+05,1.58E+05,414.2
1,10,1,300,1.00E+06,1.00E+05,1272.2,70.905
3,1000,6,300,1.00E+06,1.00E+05,1.31E+05,185.83
1,100,6,120,1.00E+06,1.00E+05,34157,19.201
1,10,2,60,1.00E+07,10000,9078.2,10
3,1000,3,120,2.00E+06,1000,1.25E+05,184.39
1,10000,2,120,1.00E+07,1000,5779.2,13858
1,10,6,60,2.00E+06,10000,37801,2.0138
3,10000,3,1,1.00E+06,1.00E+05,2.04E+05,1012.6
1,1000,3,1,1.00E+05,1000,73899,101.54
1,10000,6,10,1.00E+06,1.00E+05,1.34E+05,327.18
1,1000,3,300,1.00E+05,1000,71674,98.852
3,1000,2,120,1.00E+06,1.00E+05,1366.6,8650.1
1,100,12,120,1.00E+05,1000,38260,18.112
3,10000,15,1,2.00E+06,10000,1.88E+05,1186.2
1,100,18,300,1.00E+07,1.00E+05,18711,61.31
1,10,3,1,1.00E+05,10000,36421,2
3,10,18,10,1.00E+05,1.00E+05,10784,24.57
1,10000,18,10,1.00E+06,1000,1.66E+05,415.68
1,100,18,10,1.00E+07,1.00E+05,21613,43.136
1,100,1,300,1.00E+05,10000,6065.9,154.19
1,10000,12,120,2.00E+06,10000,1.52E+05,440.24
3,100,2,10,1.00E+05,1000,24712,139.1
3,1000,18,60,1.00E+06,10000,1.14E+05,216.56
3,100,3,300,1.00E+05,1.00E+05,37622,63.615
