Spout_wait,Spliters,Counters,Throughput+,Latency-
6,4,18,20106,174.8
6,2,15,18242,192.63
4,4,11,19209,184.26
100,2,12,17963,178.49
1,4,3,13958,241.05
9,4,6,17268,197.42
4,1,13,14385,228
8,6,1,9805.8,335.85
3,1,14,16371,201.8
1,5,9,17086,205.78
3,5,4,15312,217.38
3,5,7,16846,206.99
100,3,5,14891,196.59
10000,2,5,567.93,6402.4
4,5,11,18227,191.82
4,2,4,15091,228.56
2,6,7,16515,201.3
2,1,4,12507,260.97
10000,2,17,565.82,6729.5
2,1,10,13940,226.85
6,6,6,16882,195.61
1,4,17,19895,181.35
8,1,10,15131,222.82
1,3,1,7905.6,416.37
10000,1,1,310.06,9421
100,5,9,18929,192.09
4,3,8,16950,224.92
1000,2,7,2958.6,869.31
1000,4,14,3127.7,775.05
3,6,6,16526,190.44
100,4,1,9769.1,325.13
9,2,8,17610,200.53
4,5,1,9560.1,368.29
8,2,14,18744,184.53
10000,2,7,619.18,4173.2
5,2,7,16747,198.78
1,3,11,17484,196.27
4,1,12,14072,250.76
6,4,16,20350,184.46
1000,3,15,3045.4,797
5,6,1,9361.5,336.16
6,5,6,15530,209.63
7,2,2,12429,247.83
2,3,12,18862,190.63
9,4,2,12555,258.72
9,1,16,14631,214.6
1000,6,12,3307,759.06
8,1,8,16179,197.99
1,4,1,8297.3,386.33
4,2,13,19047,182.28
4,2,10,17799,184.34
7,1,15,13955,219.31
3,4,5,15856,206.58
9,5,7,16390,189.62
2,1,13,13554,237.44
5,1,15,14763,208.71
1000,6,2,3207.9,851.97
4,6,8,17559,213.37
4,5,17,21488,169.08
100,3,12,19937,171.24
3,4,3,14792,209.99
5,5,4,15676,206.94
5,6,2,12995,249.77
100,1,17,18676,174.21
2,5,8,16596,206.31
8,4,12,20574,178.1
10000,2,2,488.69,7129.9
6,4,15,20326,176.34
4,2,11,17917,198.19
5,2,11,17492,212.48
7,3,16,20476,191.77
10,3,14,19013,177.87
8,5,3,16116,201.93
7,5,2,13210,260.7
2,6,9,18191,198.56
9,4,9,18358,167.79
1000,5,18,3117.1,745.67
9,1,6,14432,243.22
10,6,13,20117,186.26
10,2,1,9113.5,346.29
5,2,16,19702,185.05
100,2,3,13319,244.38
3,6,12,20070,179.05
10,6,17,23075,158.68
2,3,9,17332,196.91
2,5,7,16456,201.11
9,2,18,17834,179.98
6,5,18,21684,175.82
9,5,14,19464,180.53
100,6,14,18980,163.43
7,5,7,17619,210.39
9,3,15,21126,168.49
4,2,9,16004,202.22
5,6,10,20159,172.33
1000,2,1,2958.2,963.07
5,3,17,22391,168.34
9,3,9,18594,175.62
5,5,9,18204,188.49
9,3,5,16556,213.66
4,5,6,16918,209.14
1,2,9,15377,217.16
6,1,17,17818,176.92
1,4,6,15596,221.13
5,2,17,19847,170.76
3,2,18,17926,189.41
9,3,10,20246,174.74
9,1,17,18035,183.24
9,1,3,13217,238.17
1000,6,3,3173.7,874.34
1000,4,18,3232.2,782.25
5,5,2,12719,245.87
4,5,2,12668,251.24
1,6,5,14816,248.53
1,6,6,15571,221.22
3,6,7,16084,221.76
9,3,8,17857,197.01
5,1,8,15183,200.64
6,6,13,19892,178.59
100,5,14,19592,162.97
4,6,16,20451,171.79
7,2,12,17471,204.21
10,5,10,18769,186.53
5,2,6,14275,224.04
7,1,2,12715,254.45
10,1,5,14497,222.5
10000,3,1,416.31,7782.2
5,3,18,19428,178.11
2,3,3,14913,221.1
8,1,16,14363,221.96
4,6,4,15648,212.93
6,6,8,17602,202.18
100,1,7,13092,249.67
8,2,3,14062,240.61
7,4,9,17595,192.87
2,5,5,15624,219.74
4,2,1,9228.7,359.3
100,4,16,19835,182.61
1000,4,13,3321.6,772.51
4,4,4,15290,222.45
8,6,12,20300,172.5
7,5,3,15416,206.68
2,4,10,18969,194.84
3,1,2,12297,275.28
10,2,5,16268,210.49
3,5,5,15810,228.3
7,6,7,17468,199.58
2,1,9,13015,254.37
10000,2,3,449.12,8028.7
1,2,10,16738,221.13
5,6,18,21822,176.48
2,6,16,19422,180.35
1000,4,17,3259.9,748.03
1000,1,6,3049.8,933.84
7,3,17,22119,155.28
5,4,17,21595,165.35
5,2,12,17249,191.29
2,6,11,18076,195.47
5,6,9,18926,185.28
3,5,15,20593,186.5
5,1,4,12359,260.07
5,1,1,8785.9,362.94
1,5,14,17701,193.79
6,3,14,19247,178.88
1000,4,2,2988.8,882.21
7,3,9,18581,183.62
1,4,18,18807,189.21
7,1,7,13422,250.23
3,1,8,14672,225.94
4,3,12,18441,187.9
1,5,10,18338,207.11
1,2,4,14253,247.47
7,3,3,15295,212.99
3,3,3,14959,228.82
2,1,14,16567,199.75
100,4,4,15496,208.09
5,6,12,20435,185.76
1000,6,18,3271.9,776.86
8,1,18,13997,228.11
8,3,12,20028,192.44
10000,1,8,515.12,6573.1
8,6,13,20710,174.7
7,3,7,17098,201.15
