Max_spout,Spliters,Counters,Throughput+,Latency-
1000,1,6,22015,511.62
100,6,6,21587,48.702
10,2,18,19335,5.641
1,6,18,4688.1,2.2277
100,3,3,16941,65.185
1,6,6,4847.1,2.1376
1.00E+06,6,6,25226,856.82
1.00E+05,2,18,31825,28692
10,6,15,19157,5.0006
100,3,6,20045,58
1000,3,12,22122,501.11
1.00E+06,6,12,26474,976.39
1000,1,12,21808,470.82
100,1,3,15515,75.825
1000,3,6,19858,549.73
1.00E+06,1,15,44024,74403
1.00E+06,3,6,19405,1592.6
1.00E+06,3,12,20081,1764.9
1,1,15,4194.1,2.5676
1.00E+06,2,15,51455,87048
1000,2,1,8666.8,1239.5
1000,1,9,24910,467.36
10000,2,1,7431.5,13541
1.00E+05,2,12,31491,29871
10,2,15,19505,5.6023
1000,1,15,23497,439.35
1000,1,1,10038,1063.6
1.00E+05,3,15,20932,1579.7
10,3,9,17161,6.5827
10000,3,6,18757,1658.8
10,1,3,12697,9.2121
1,3,1,4980.3,2.1598
10,2,12,20233,5.7734
1.00E+05,2,6,28808,35249
1,2,6,4423.6,2.3538
100,3,9,21448,54.396
1000,6,1,11583,1038.1
100,2,6,20814,53.103
10,3,6,15736,7.2908
1.00E+06,3,1,26988,32624
100,6,3,20359,55.501
1.00E+05,6,9,24757,1024
1,6,3,5151,2.0815
1.00E+06,6,3,20812,2143
1,3,9,4786.9,2.1468
1,3,15,4767.6,2.2173
100,6,1,9214.4,116.13
1.00E+05,3,18,21527,1635.1
10,2,6,18462,6.481
100,2,1,8746,117.57
