Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-
1,10000,2,300,1.00E+06,1000,5268.9,14182
3,1000,2,10,1.00E+05,10000,49361,6957.6
3,10000,18,60,1.00E+06,10000,2.17E+05,1113.6
1,100,2,1,1.00E+06,1.00E+05,455.29,1044.6
1,100,18,300,2.00E+06,10000,21679,38.048
1,10,18,60,1.00E+07,10000,34816,3.3012
3,10000,1,1,2.00E+06,1.00E+05,6355.6,17808
3,100,12,120,1.00E+07,1.00E+05,35148,72.07
3,100,12,10,1.00E+07,1000,39372,74.198
3,10000,1,120,2.00E+06,1.00E+05,7842.8,18034
1,100,18,10,2.00E+06,10000,21472,40.246
1,1000,18,1,1.00E+05,1000,61597,115
3,10000,15,120,2.00E+06,10000,1.84E+05,1072.5
3,10000,12,10,1.00E+06,10000,1.99E+05,1229.8
3,10,1,300,1.00E+06,10000,939.53,312.13
3,10000,9,300,1.00E+07,1.00E+05,1.96E+05,1344.7
3,100,2,1,2.00E+06,10000,15710,915.38
3,10000,15,10,1.00E+06,10000,2.09E+05,1261.8
3,1000,9,10,2.00E+06,10000,1.20E+05,199.83
3,10,12,300,2.00E+06,10000,11931,23.362
1,10,1,300,2.00E+06,1000,24451,3.5715
3,1000,6,1,1.00E+07,1000,1.17E+05,224.51
1,10,6,300,2.00E+06,10000,34558,1.9466
3,100,3,120,1.00E+07,10000,36797,71.103
3,100,6,60,2.00E+06,1000,36752,66.031
3,100,1,1,1.00E+05,1000,7253.2,382.4
3,1000,18,1,1.00E+07,1.00E+05,85346,1068.8
1,10,12,10,2.00E+06,1.00E+05,36860,2.0795
1,1000,12,60,1.00E+05,1000,65450,125.72
3,100,2,300,1.00E+05,10000,14955,899.04
1,10000,9,120,1.00E+05,10000,1.49E+05,364.13
1,1000,1,300,1.00E+07,1000,3170.7,3030.5
3,1000,9,10,1.00E+06,10000,1.29E+05,191.72
3,10000,12,120,1.00E+05,10000,2.04E+05,1135.8
1,100,18,120,1.00E+05,1.00E+05,21464,41.905
1,10,12,120,1.00E+05,1000,35846,2.0122
1,1000,9,1,2.00E+06,10000,75276,97.481
3,10000,6,60,2.00E+06,1000,2.14E+05,1085.1
3,1000,2,1,2.00E+06,1000,64140,1109.3
3,10000,15,1,1.00E+07,1000,1.36E+05,1977.5
1,1000,6,60,1.00E+06,10000,73605,100.55
3,10,1,1,1.00E+07,1.00E+05,91.688,2882.9
3,100,2,300,1.00E+07,1000,24383,153.8
3,1000,12,300,1.00E+05,1000,1.38E+05,185.99
3,100,2,300,2.00E+06,10000,14565,884.57
1,10,9,60,2.00E+06,1.00E+05,36792,2.4298
3,100,3,120,1.00E+05,1000,39752,65.615
3,100,18,1,2.00E+06,1000,41512,64.432
3,10,18,10,1.00E+06,1000,10927,23.883
1,10,3,1,1.00E+06,1.00E+05,36563,2.0216
3,10000,2,300,1.00E+06,1000,42254,9514.3
3,10,2,60,1.00E+07,1.00E+05,4009.1,592.48
3,10,9,1,1.00E+06,10000,15946,16.499
1,100,9,300,1.00E+06,1000,37134,20.792
3,10000,18,10,2.00E+06,1000,2.11E+05,1275.9
1,10,9,1,1.00E+07,1000,27569,3.6012
1,100,9,1,1.00E+07,10000,30566,26.895
3,100,12,60,1.00E+06,10000,39975,65.031
1,1000,9,1,1.00E+05,10000,76599,89.156
3,100,3,60,2.00E+06,10000,37637,69.065
3,10000,12,1,1.00E+07,10000,1.79E+05,1333.1
1,10000,1,120,1.00E+05,1.00E+05,2005.6,26264
3,10,9,120,1.00E+05,1000,16950,16.395
3,1000,9,1,1.00E+05,1.00E+05,1.27E+05,176.88
1,100,12,60,1.00E+06,1000,38831,18.182
3,100,9,1,2.00E+06,1.00E+05,38857,67.282
3,10,15,10,1.00E+05,1000,11182,23.534
3,100,2,60,1.00E+05,10000,14064,877.76
3,10,18,120,1.00E+06,1000,11929,23.456
3,10,18,60,1.00E+07,1000,11057,44.666
3,1000,9,120,1.00E+06,1000,1.29E+05,183.09
1,100,9,300,1.00E+07,10000,33932,20.963
1,10,12,1,2.00E+06,1.00E+05,33319,2.3787
1,10000,2,60,1.00E+05,10000,2451,31983
3,10000,2,10,1.00E+06,1000,36352,9978.1
1,1000,1,1,1.00E+05,1.00E+05,384.4,27924
1,1000,1,1,1.00E+05,1000,2889.1,2942.7
3,100,9,300,1.00E+05,1000,38920,62.082
3,10,1,120,1.00E+07,10000,856.47,319.17
3,10,15,1,1.00E+05,1.00E+05,11258,21.416
