Max_spout,Spliters,Counters,Throughput+,Latency-
10000,1,9,18112,6255.3
1000,2,18,34045,334.44
1.00E+06,2,18,63113,76115
100,1,15,17886,62.345
1.00E+05,2,3,23864,37378
1000,3,6,20312,555.68
100,2,15,28395,36.861
10000,2,1,6913.8,14710
1.00E+06,2,3,41319,90593
10000,1,15,19210,6260.9
1.00E+06,1,9,35978,85576
1.00E+05,1,18,20186,46405
1.00E+05,6,1,7625.9,61107
1,1,1,4123.9,2.5786
1,2,9,4212.6,2.4867
1.00E+06,3,1,46742,78749
1,2,15,4192.9,2.5676
10,1,6,13341,8.4104
10,3,18,16158,6.515
1000,1,9,20011,551.17
100,6,18,23940,35.91
1.00E+05,2,18,32366,28518
1000,1,3,20665,547.77
10,6,1,7599.1,13.874
10,2,6,17445,6.2931
100,6,3,19318,47.348
100,6,9,22039,41.581
1,1,12,4032,2.6341
1,6,1,4849.6,2.3172
1.00E+06,3,9,19653,1953.2
1000,1,15,20768,560.98
10000,3,12,18735,1760.2
10000,3,6,16018,2153.4
100,6,6,21305,46.838
10000,2,3,23990,4735
1000,6,6,25035,343.85
1000,1,12,22722,494.29
1.00E+05,1,15,21013,45807
10000,1,6,18745,5990.6
1000,2,15,35508,330.13
1000,3,3,18655,579.29
1000,2,1,7755.1,1269.1
100,6,12,23470,35.825
10,1,15,13048,8.2902
1.00E+05,6,18,27324,865.83
10,1,9,12787,8.5116
1,1,18,4100.2,2.6116
1.00E+05,3,9,21496,1595.8
1,3,18,4593.9,2.2561
100,3,18,19610,59.478
