Max_spout,Spliters,Counters,Throughput+,Latency-
1,1,3,4098.6,2.5385
1000,6,1,9131.9,1299.1
1.00E+06,3,6,18378,1747.9
1.00E+05,1,6,18566,51016
1.00E+06,6,12,26336,855.8
1000,6,9,24362,345.38
100,2,3,18789,60.38
100,6,3,19318,47.348
100,3,15,20075,57.099
10000,3,15,18857,1717.1
1.00E+06,6,6,24009,1028
1.00E+06,6,18,26278,1019.7
10,3,1,7221.4,19.849
10000,6,9,25614,1220.9
1.00E+05,1,15,21013,45807
1000,1,9,20011,551.17
1.00E+05,2,15,29311,33300
10,2,15,18564,5.822
100,1,3,17561,66.278
1.00E+06,2,3,41319,90593
10000,1,6,18745,5990.6
1.00E+05,2,6,26935,36587
1.00E+05,2,1,6209.4,83712
10000,2,3,23990,4735
1,3,12,4589.6,2.2376
100,3,3,17860,61.224
10,6,3,16448,6.6913
100,6,12,23470,35.825
1,1,12,4032,2.6341
1.00E+05,1,1,7445.7,74603
100,3,6,20076,55.609
100,1,1,8600.1,142.45
1,2,6,4123.2,2.4584
10,2,18,18872,5.704
1,2,1,4097.1,2.6345
1.00E+05,2,9,29027,34206
1000,1,18,23878,465.92
10000,6,3,19316,2194.6
1,6,9,4568.4,2.2659
10,1,9,12787,8.5116
1.00E+05,3,1,9988.9,64176
100,3,1,7864.7,131.92
1.00E+05,3,18,17900,1829.9
100,6,9,22039,41.581
1,3,3,4742.8,2.2434
1.00E+06,1,12,38675,84330
1,3,1,4869.9,2.2345
1,3,9,4646.2,2.2873
1000,3,12,20562,523.63
10000,1,1,8808.6,12596
