Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-
3,10000,12,10,2.00E+06,10000,2.04E+05,1100.6
1,1000,18,300,1.00E+06,1.00E+05,65168,120.29
1,10000,12,10,2.00E+06,1.00E+05,1.67E+05,398.35
1,1000,9,120,1.00E+07,1.00E+05,68560,114.96
1,100,2,120,1.00E+06,1.00E+05,935.5,819.91
3,100,18,120,1.00E+07,1000,35072,135.05
1,1000,3,120,1.00E+07,10000,74482,115.64
3,100,9,10,1.00E+07,1000,35705,89.837
1,100,3,10,2.00E+06,1000,38669,19.233
1,100,9,300,2.00E+06,1.00E+05,37402,20.037
1,10,12,1,1.00E+05,10000,34135,2.0079
3,10,12,120,1.00E+06,1000,12100,24.307
3,10000,12,1,1.00E+06,1000,1.98E+05,1070.3
1,1000,15,1,2.00E+06,1000,64365,126.32
3,10000,9,10,1.00E+05,10000,2.08E+05,1176
1,1000,12,10,2.00E+06,10000,64192,131.71
3,10,18,60,1.00E+07,10000,10841,28.678
1,1000,18,300,1.00E+05,1.00E+05,65416,122.71
3,10,15,120,1.00E+05,10000,11829,24.743
1,10000,9,1,1.00E+07,10000,1.01E+05,358.62
3,1000,6,120,2.00E+06,1000,1.30E+05,178.29
1,10000,6,60,2.00E+06,10000,1.36E+05,339.37
1,10,12,120,2.00E+06,10000,37285,2.1018
3,100,6,300,1.00E+06,1000,40381,65.434
3,10000,2,120,2.00E+06,10000,15185,9120
3,10000,12,1,1.00E+06,10000,2.01E+05,1214.9
3,100,6,1,1.00E+05,10000,36418,65.099
1,1000,6,60,1.00E+06,10000,73605,100.55
1,10000,15,10,1.00E+07,1000,1.38E+05,504.66
3,100,3,120,1.00E+05,1000,39752,65.615
3,1000,6,300,1.00E+06,1000,1.30E+05,181.98
1,10,3,10,1.00E+07,1000,36304,2.1963
3,10000,2,10,1.00E+06,1000,36352,9978.1
3,100,1,10,2.00E+06,1000,6276.4,392.21
1,100,18,60,1.00E+05,10000,21735,38.698
1,10,2,1,1.00E+05,1.00E+05,318.28,128
3,10000,12,10,1.00E+05,1.00E+05,2.06E+05,1107.3
1,10000,12,300,1.00E+05,1000,1.49E+05,396.54
3,100,15,120,2.00E+06,1.00E+05,39342,65.147
1,10,3,120,1.00E+06,1.00E+05,37536,1.9
3,100,12,300,1.00E+07,1000,32353,96.183
3,10,15,120,2.00E+06,10000,11429,26.242
1,10000,1,1,1.00E+06,1.00E+05,2983.7,32505
1,10,1,60,1.00E+05,1.00E+05,1128.8,79.862
1,1000,18,60,2.00E+06,1.00E+05,57140,136.64
1,10,18,300,1.00E+06,10000,37092,2.1107
1,100,1,300,1.00E+07,1000,35496,26.875
1,10,1,120,1.00E+06,10000,9564.6,9.7595
1,100,9,10,1.00E+06,1.00E+05,39345,20.058
1,1000,12,60,1.00E+07,1000,64404,123.51
3,10000,12,300,1.00E+06,10000,1.96E+05,1101.6
3,100,2,60,1.00E+06,10000,14540,988.33
1,1000,12,300,1.00E+07,1000,59025,157.36
1,100,1,10,1.00E+06,1.00E+05,491.14,1781
3,10,12,300,2.00E+06,1.00E+05,11827,22.122
3,10000,12,300,1.00E+07,10000,2.22E+05,1252.1
3,1000,3,120,1.00E+07,1000,1.22E+05,186.75
1,1000,6,1,1.00E+05,1000,75554,89.257
3,10,2,120,1.00E+06,1000,10153,26.536
3,1000,18,120,2.00E+06,10000,1.12E+05,228.66
3,10000,6,300,2.00E+06,10000,2.08E+05,1061.9
3,1000,6,1,1.00E+07,1000,1.17E+05,224.51
3,100,15,60,2.00E+06,1.00E+05,40364,64.765
3,10000,6,10,2.00E+06,1000,2.12E+05,1040.3
1,1000,9,10,2.00E+06,10000,75543,92.783
1,10000,1,120,1.00E+05,10000,3774.6,31099
1,10000,18,300,1.00E+05,1.00E+05,1.65E+05,432.52
1,10000,9,1,1.00E+07,1.00E+05,1.03E+05,428.33
1,10000,6,10,1.00E+05,1.00E+05,1.42E+05,416.54
3,1000,12,60,1.00E+06,1000,1.29E+05,176.14
3,10,3,10,2.00E+06,1.00E+05,16055,17.595
1,1000,15,60,1.00E+07,1000,56008,180.81
1,10000,12,10,1.00E+05,1000,1.62E+05,405.12
1,1000,1,10,2.00E+06,1.00E+05,398.4,33486
3,10000,9,300,1.00E+06,1.00E+05,2.00E+05,1176.8
1,10000,15,1,1.00E+06,1000,1.50E+05,392.33
3,10,15,120,1.00E+07,10000,10802,32.799
1,1000,12,60,1.00E+05,1000,65450,125.72
3,100,6,60,2.00E+06,10000,40419,65.544
3,1000,18,10,1.00E+06,1.00E+05,1.13E+05,219.33
3,1000,6,10,1.00E+07,10000,1.25E+05,184.73
3,1000,18,120,1.00E+07,10000,1.04E+05,416.61
3,10000,6,1,1.00E+05,10000,1.94E+05,1106.6
3,1000,12,120,1.00E+07,10000,1.27E+05,229.11
3,100,12,300,1.00E+07,10000,39025,86.799
1,1000,12,1,1.00E+07,1.00E+05,52971,189.42
3,10000,2,1,1.00E+07,10000,16625,9362.8
3,10,18,60,1.00E+05,1.00E+05,12001,22.708
1,10000,15,1,1.00E+06,1.00E+05,1.56E+05,375.05
3,100,9,120,2.00E+06,1000,39989,68.321
3,1000,9,120,1.00E+07,1000,1.23E+05,217.77
1,10,12,10,2.00E+06,10000,35018,2.1278
1,10,9,60,1.00E+06,1000,38089,2.2994
3,1000,6,10,1.00E+07,1000,1.26E+05,217.17
3,10,2,60,1.00E+06,1000,10838,26.217
1,100,9,300,1.00E+07,10000,33932,20.963
1,1000,15,10,1.00E+06,1000,60418,130.45
1,10000,18,120,1.00E+06,10000,1.54E+05,402.07
3,100,18,300,2.00E+06,10000,38236,70.341
3,1000,3,10,1.00E+06,1.00E+05,1.27E+05,177.18
3,100,12,300,1.00E+05,1000,39243,62.888
3,100,1,120,2.00E+06,10000,818.5,3487.6
3,100,18,10,2.00E+06,1.00E+05,39868,65.606
