Max_spout,Spliters,Counters,Throughput+,Latency-
100,3,18,21234,53.927
100,3,3,16941,65.185
10,3,18,16140,7.2948
10000,6,15,25530,1007.9
1,2,1,4294.7,4.7793
10000,1,9,20060,3340.5
10,3,1,8219.4,13.865
1000,6,1,11583,1038.1
10,1,1,8226.1,13.733
1,2,9,4369.6,2.4306
10,2,3,14169,8.1471
1.00E+06,3,9,19266,1713.3
1.00E+05,1,1,7473.9,53025
1.00E+06,1,15,44024,74403
1.00E+05,6,9,24757,1024
10,6,3,16238,7.0838
10,3,3,14591,7.6695
1,6,12,4871,2.2277
1,2,18,4236.2,2.4647
1.00E+05,6,15,25927,834.61
1,3,1,4980.3,2.1598
100,6,6,21587,48.702
1,2,3,4343.6,2.381
1000,2,12,32399,332.68
1,1,12,4013.8,2.5474
1.00E+05,6,3,21251,1891.2
1.00E+05,1,15,20828,41317
10,3,9,17161,6.5827
1.00E+06,1,1,43406,83233
1.00E+05,2,12,31491,29871
1.00E+05,3,6,18216,1821.7
10,2,9,18652,6.2867
1.00E+05,1,3,18689,51009
1000,6,18,24255,336.78
10,6,1,7524.2,13.959
1000,3,1,9973.9,1105.8
100,1,3,15515,75.825
1,1,15,4194.1,2.5676
10,2,18,19335,5.641
1.00E+06,6,18,26933,979.55
1.00E+05,3,1,16832,24535
100,2,6,20814,53.103
100,6,1,9214.4,116.13
100,6,18,22884,33.092
1,3,15,4767.6,2.2173
10000,1,6,29612,4304.9
1000,6,12,26596,273.88
1.00E+06,1,12,54656,73740
1,1,18,3964.2,2.5503
10,3,6,15736,7.2908
