Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-
2,6,12,1.05E+06,2048,15256,129.03
2,2,1,5.24E+06,512,8229.4,245.2
3,2,1,2.62E+05,2048,8198.4,372.85
3,1,6,2.62E+05,512,11920,250.24
1,2,3,1.05E+06,1024,14343,67.011
2,1,1,1.05E+07,1024,7959.8,254.98
1,1,12,1.05E+08,2048,14527,67.116
3,3,2,1.05E+07,1024,11650,263.14
1,3,6,5.24E+06,512,12835,72.203
2,2,6,5.24E+06,1024,13095,151.03
1,6,6,5.24E+06,512,13077,73.099
3,3,1,5.24E+06,2048,8500,373.12
1,3,9,1.05E+07,2048,12844,74.176
2,2,6,1.05E+08,512,12835,153.19
3,2,1,1.05E+08,1024,8153.9,380.27
2,6,1,1.05E+06,2048,9551.3,197.83
1,1,1,1.05E+07,512,9083.2,106.7
3,6,9,1.05E+06,512,17254,177.23
2,1,2,1.05E+06,1024,11254,175.1
1,2,1,1.05E+08,2048,7810.2,127.93
1,2,1,2.62E+05,1024,7878.8,125.61
2,1,3,2.62E+05,2048,12733,156
1,1,3,2.62E+05,2048,12463,79.078
3,6,3,5.24E+06,2048,14130,222.3
2,2,9,1.05E+07,2048,13660,141.27
3,1,2,1.05E+07,2048,11561,263.6
1,6,3,1.05E+06,2048,12106,79.89
3,3,2,2.62E+05,512,11672,267.8
3,2,2,1.05E+07,2048,11672,267.59
1,6,3,2.62E+05,2048,12356,77.938
3,1,2,2.62E+05,2048,11070,276.85
1,2,1,1.05E+07,2048,7978.3,122.71
3,3,12,1.05E+07,1024,17738,176.25
1,3,12,5.24E+06,2048,13094,74.428
2,2,9,1.05E+06,512,14408,141.85
3,6,3,1.05E+07,2048,14052,211.81
3,6,2,2.62E+05,512,11627,257.8
3,6,6,1.05E+08,2048,15767,199.75
2,3,2,2.62E+05,1024,11491,174.37
2,1,2,1.05E+08,2048,11417,172.71
1,3,2,1.05E+06,2048,11549,84.664
3,3,6,5.24E+06,1024,15373,203.88
1,2,6,1.05E+07,2048,17418,55.344
2,2,2,5.24E+06,512,12476,163.99
2,6,9,1.05E+06,512,14163,146.22
3,1,9,2.62E+05,1024,12160,244.75
3,6,2,1.05E+06,512,11605,253.86
3,3,3,1.05E+08,1024,13713,222.1
3,3,6,1.05E+08,2048,15349,203.6
1,6,1,5.24E+06,2048,8442,109.39
1,2,6,1.05E+06,512,17898,54.633
2,1,12,2.62E+05,2048,13618,145.04
1,1,2,5.24E+06,512,10991,90.148
2,1,1,5.24E+06,1024,8097.9,247.37
3,2,6,1.05E+07,512,13983,214.56
3,2,2,5.24E+06,1024,11615,265.34
2,1,2,1.05E+06,512,11215,185.16
3,2,6,1.05E+06,512,14145,208.05
1,1,3,1.05E+06,2048,12633,78.619
2,1,1,1.05E+07,512,7945.6,250.3
2,1,6,1.05E+08,1024,12535,160.22
3,6,12,1.05E+07,512,18777,178.6
1,3,1,1.05E+07,2048,8567.1,110.72
1,2,2,1.05E+06,2048,11100,88.202
2,1,1,1.05E+07,2048,8019.9,247.42
3,3,1,5.24E+06,1024,8134.6,371.67
3,2,6,1.05E+07,2048,13714,216.59
1,3,1,5.24E+06,1024,8538.4,110.74
1,2,6,1.05E+06,1024,17299,55.711
1,3,6,1.05E+08,512,12421,76.743
1,2,12,2.62E+05,512,20415,47.652
2,1,1,1.05E+08,2048,8123.5,249.53
2,1,6,1.05E+08,512,12541,153.27
3,2,9,1.05E+07,512,15150,203.83
2,2,12,5.24E+06,512,14151,140.68
2,6,3,2.62E+05,1024,11950,167.23
3,1,12,1.05E+06,512,12174,240.7
2,2,12,1.05E+06,2048,14175,135.47
1,6,12,1.05E+07,2048,14532,65.505
2,2,2,1.05E+07,2048,12346,165.31
2,1,3,5.24E+06,2048,12293,161.1
1,6,12,1.05E+06,1024,14160,67.695
1,3,1,1.05E+08,2048,8483.2,115.66
2,1,9,2.62E+05,2048,14258,138.47
2,6,12,1.05E+08,512,15663,125.43
2,1,1,5.24E+06,512,8080.2,251.14
3,1,9,1.05E+07,512,12231,243.66
3,2,9,5.24E+06,512,15026,202.62
3,2,6,5.24E+06,512,14041,217.99
2,1,2,1.05E+08,512,11277,177.47
3,2,3,1.05E+08,1024,12580,252.44
2,1,12,1.05E+06,512,13750,145.65
1,3,12,5.24E+06,1024,13625,71.588
3,2,2,1.05E+07,1024,11490,278.64
1,6,2,5.24E+06,512,11964,79.851
1,1,3,2.62E+05,512,13009,75.129
3,6,6,1.05E+08,1024,15370,196.87
3,3,6,1.05E+07,2048,15446,200.21
1,3,3,1.05E+07,2048,11763,81.158
3,6,3,2.62E+05,512,13634,219.15
3,6,1,1.05E+06,512,8358.1,359.63
1,1,2,5.24E+06,1024,10874,90.62
1,2,9,2.62E+05,512,18928,52.784
1,6,3,1.05E+07,512,12366,76.828
3,6,1,1.05E+06,2048,8411.9,365.13
1,2,2,1.05E+06,512,10718,89.321
2,3,6,5.24E+06,1024,13193,149.17
1,6,1,1.05E+06,2048,8300.5,112.2
2,6,6,2.62E+05,512,12980,147.42
1,3,9,5.24E+06,1024,12704,74.668
1,3,3,1.05E+07,1024,11973,80.767
3,2,6,2.62E+05,512,14249,207.63
3,2,9,1.05E+06,1024,14871,198.13
3,1,3,5.24E+06,2048,12097,252.04
1,1,2,1.05E+08,2048,10620,92.693
1,6,1,5.24E+06,1024,8444.1,111.72
1,2,3,1.05E+08,1024,14210,68.822
2,1,6,1.05E+07,1024,13221,150.61
1,6,2,2.62E+05,2048,11739,82.245
1,2,9,1.05E+06,1024,19209,51.318
3,3,2,5.24E+06,1024,11357,275.88
3,1,12,1.05E+08,512,12489,240.55
3,1,2,1.05E+06,512,11192,278.14
1,1,3,1.05E+08,2048,12221,79.187
1,3,12,1.05E+08,1024,12754,72.6
2,1,6,1.05E+06,512,12742,159.03
3,3,6,1.05E+06,1024,15572,195.33
2,3,1,2.62E+05,1024,9742.7,203.4
3,2,2,5.24E+06,2048,11650,263.15
1,1,6,2.62E+05,512,13551,71.47
2,3,1,1.05E+07,512,9422.9,211.82
3,6,9,1.05E+08,2048,17092,179.91
2,1,2,1.05E+07,512,11463,172.79
1,2,1,5.24E+06,512,8074.2,124.25
1,6,9,2.62E+05,512,13387,70.633
2,6,2,1.05E+06,2048,11929,166.68
1,6,12,5.24E+06,1024,13906,70.048
1,3,9,1.05E+06,512,12724,72.712
1,6,1,1.05E+07,2048,8567.2,110.88
2,3,2,5.24E+06,2048,11766,168.68
3,1,3,2.62E+05,2048,12026,258.27
3,6,12,1.05E+08,1024,18972,167.87
1,6,2,1.05E+08,1024,11572,80.739
1,2,1,1.05E+08,1024,8084.2,123.81
3,1,12,5.24E+06,2048,12483,244.52
3,6,12,2.62E+05,2048,18315,176.25
1,6,3,1.05E+06,512,12610,79.831
2,3,1,1.05E+06,2048,9682.5,200.58
1,6,1,1.05E+07,512,8543.7,109.33
2,2,3,5.24E+06,2048,12338,163.93
3,2,3,1.05E+08,512,12181,249.93
1,2,9,1.05E+07,512,19268,51.911
3,2,12,1.05E+08,2048,15681,203.01
3,6,2,1.05E+08,1024,11411,263.65
1,6,2,1.05E+06,2048,11690,83.558
1,3,2,1.05E+08,2048,11699,84.691
3,1,1,5.24E+06,1024,7862.6,382.13
3,2,6,1.05E+08,2048,13862,212.71
3,3,1,1.05E+07,1024,8393.1,360.55
2,3,9,1.05E+07,2048,13615,147.56
1,1,2,2.62E+05,1024,10644,92.735
1,3,9,2.62E+05,1024,13058,73.809
1,6,1,1.05E+08,512,8592.3,108.42
3,3,1,1.05E+08,2048,8137.3,377.23
1,1,12,2.62E+05,1024,15166,63.527
3,1,3,1.05E+08,1024,11841,259.01
3,1,9,1.05E+08,512,11939,253.39
3,3,1,1.05E+08,512,8135.8,380.16
1,1,9,1.05E+08,1024,14686,65.76
1,2,3,2.62E+05,2048,14302,67.396
2,6,2,1.05E+07,2048,11603,172.51
2,1,6,5.24E+06,2048,12824,151.61
2,3,1,1.05E+08,2048,9506,203.82
2,6,1,2.62E+05,512,9876.2,196
2,3,6,2.62E+05,512,12877,150.37
2,6,6,1.05E+08,512,13029,153.21
2,6,6,1.05E+06,1024,13013,153.89
3,2,2,5.24E+06,512,11749,264.86
1,6,2,1.05E+06,512,12010,79.661
2,2,12,2.62E+05,1024,13909,144.72
3,6,6,5.24E+06,2048,15531,202.91
2,3,6,2.62E+05,1024,12656,158.11
2,2,2,2.62E+05,512,12253,166.92
3,3,9,1.05E+07,2048,16833,183.64
2,1,3,1.05E+08,1024,12529,154.49
2,6,2,1.05E+07,512,11428,172.9
1,6,12,5.24E+06,2048,13893,68.601
2,6,6,2.62E+05,2048,13308,151.65
1,6,3,1.05E+08,2048,12814,76.921
2,1,2,2.62E+05,1024,11053,186.79
3,2,12,5.24E+06,2048,15491,194.22
2,2,1,5.24E+06,1024,8207.6,255.33
3,2,3,1.05E+07,1024,12742,238.06
3,3,12,5.24E+06,2048,17944,172.88
3,6,6,1.05E+06,2048,15319,194.8
3,1,3,2.62E+05,512,12043,252.08
2,6,12,1.05E+07,2048,15139,131.67
3,2,12,5.24E+06,1024,15855,191.91
3,2,3,1.05E+06,512,12313,244.86
2,6,3,1.05E+07,1024,11535,165.34
1,6,9,1.05E+08,1024,13479,71.964
2,2,12,2.62E+05,512,13646,145.26
2,2,9,2.62E+05,2048,13148,149.72
1,6,3,1.05E+08,1024,12748,76.717
3,1,2,5.24E+06,512,11617,259.13
2,1,3,2.62E+05,512,12317,162.45
1,6,1,1.05E+08,2048,8656.6,110.3
1,1,12,5.24E+06,1024,14805,68.305
3,1,12,5.24E+06,1024,12539,239.62
1,2,6,1.05E+08,2048,16455,61.412
1,6,9,1.05E+08,512,13279,70.733
2,3,12,1.05E+07,2048,14968,127.25
3,6,12,1.05E+07,2048,18422,163.12
3,6,9,1.05E+06,2048,17086,178.92
3,3,2,1.05E+07,512,12004,260.77
3,3,12,1.05E+06,1024,18529,167.39
2,1,1,2.62E+05,512,7975.7,255.27
1,3,6,1.05E+08,2048,12455,73.217
1,6,9,2.62E+05,1024,12800,75.382
1,1,3,1.05E+06,1024,2122.2,167.26
1,3,3,1.05E+08,1024,12554,77.475
1,2,2,5.24E+06,1024,10979,90.24
3,6,1,2.62E+05,512,8184.2,371.71
3,1,1,2.62E+05,1024,7954.8,379.24
2,3,1,5.24E+06,2048,9575.8,199.41
1,1,6,2.62E+05,1024,14178,68.567
2,2,1,2.62E+05,1024,8238.6,246.56
1,6,3,1.05E+07,1024,12233,78.571
2,3,12,1.05E+08,1024,14757,132.54
2,1,2,5.24E+06,1024,10934,180.51
3,3,1,2.62E+05,512,8196,387.03
3,2,6,5.24E+06,2048,14251,214.7
2,1,2,2.62E+05,2048,11195,179.17
1,2,6,5.24E+06,2048,16684,59.877
1,2,2,5.24E+06,2048,11311,86.368
2,3,6,1.05E+06,1024,13031,153.92
1,2,9,2.62E+05,1024,19371,51.331
3,3,1,1.05E+07,512,8024.9,380.96
1,3,12,2.62E+05,1024,12305,77.264
3,2,3,5.24E+06,512,12372,251.47
1,3,12,1.05E+07,1024,12962,72.683
2,3,3,2.62E+05,2048,11877,167.73
1,2,12,2.62E+05,1024,20536,47.513
1,3,6,1.05E+06,512,12604,78.001
1,1,6,1.05E+08,512,13599,73.403
3,2,9,2.62E+05,1024,15383,196.52
3,6,2,2.62E+05,1024,12018,247
3,6,2,1.05E+07,2048,12198,253.06
2,2,1,2.62E+05,512,8214.7,249.49
3,1,9,1.05E+07,2048,12327,251.28
3,1,6,1.05E+08,512,11781,258.81
2,2,9,1.05E+06,2048,14016,142.83
3,1,2,2.62E+05,1024,11360,266.53
2,1,9,1.05E+07,512,13663,142.71
2,3,6,1.05E+06,512,12518,154.39
2,6,2,2.62E+05,512,11742,166.74
1,1,3,1.05E+08,512,12503,80.717
3,6,6,2.62E+05,1024,15574,203.43
3,1,6,2.62E+05,2048,12068,248.13
1,3,2,2.62E+05,2048,11518,83.852
1,2,6,2.62E+05,1024,17478,55.122
1,1,12,2.62E+05,512,15337,64.027
3,2,9,5.24E+06,2048,15224,205.93
2,2,9,1.05E+08,2048,14045,145.76
1,3,6,5.24E+06,1024,12952,73.688
1,6,3,5.24E+06,2048,12062,79.76
3,3,3,1.05E+08,2048,13499,220.31
2,6,12,2.62E+05,512,14910,131.78
1,1,6,5.24E+06,512,14672,66.689
2,2,6,2.62E+05,2048,13395,150.91
3,2,1,1.05E+07,1024,8195.2,372.01
3,2,6,2.62E+05,1024,13913,214.76
1,6,3,2.62E+05,512,12456,80.408
3,3,3,1.05E+07,2048,13891,217.51
2,3,6,5.24E+06,2048,12844,153.55
2,6,1,1.05E+08,2048,9819.2,196.16
1,1,1,2.62E+05,2048,9375.7,101.58
2,6,3,1.05E+07,512,11813,167.22
2,3,9,1.05E+06,1024,14713,135.85
2,6,6,1.05E+06,2048,13047,147.88
2,1,12,2.62E+05,1024,13791,146.97
2,3,9,1.05E+07,1024,13584,141.77
2,6,12,2.62E+05,1024,15413,131.71
3,2,2,1.05E+08,512,11349,272.31
1,2,1,1.05E+07,512,7890,126.63
1,2,6,5.24E+06,1024,17406,54.938
2,1,1,1.05E+06,2048,7851.3,262.75
2,1,12,1.05E+08,2048,14539,135.8
3,6,3,1.05E+08,512,14036,210.6
1,6,9,1.05E+07,1024,13292,70.041
2,1,3,5.24E+06,512,12881,154
3,3,6,1.05E+06,2048,15403,205.09
2,3,9,2.62E+05,512,13921,143.79
2,6,9,1.05E+07,2048,14623,137.48
3,2,1,1.05E+08,2048,7975.1,372.51
3,3,6,1.05E+08,512,15647,190.5
2,3,6,1.05E+08,512,12741,156.58
1,2,1,1.05E+07,1024,8083.9,124.77
2,6,2,5.24E+06,2048,11772,175.23
2,1,1,1.05E+08,512,8077.3,251.79
