Spout_wait,Spliters,Counters,Throughput+,Latency-
5,5,3,15595,212.96
10,5,7,17759,207.33
9,6,13,20492,165.89
5,1,1,8785.9,362.94
1000,3,2,3145.2,895.01
10,5,15,20678,193.39
6,5,8,17245,204.39
10,6,9,19412,171.73
4,2,9,16004,202.22
10,1,10,14225,221.94
4,3,14,18268,196.77
8,3,2,13259,238.38
1,4,4,14204,250.52
3,2,3,12472,259.6
6,6,10,19108,179.76
8,4,15,21201,174.55
1,2,12,15830,208.02
6,3,5,16033,225.89
5,1,4,12359,260.07
2,5,5,15624,219.74
8,6,4,16268,204.98
9,1,18,15193,225.42
9,2,13,19210,178.14
1000,2,17,3044.9,833.58
5,6,2,12995,249.77
8,1,8,16179,197.99
5,4,18,21155,175.06
100,4,16,19835,182.61
6,4,4,15740,221.27
5,5,8,17449,189.07
3,3,17,20360,174.83
100,1,2,12813,243.89
8,3,15,20591,170.97
8,6,15,21615,163.52
4,2,15,17926,192.56
3,6,8,17687,205.63
8,6,6,16913,208.07
100,1,18,14237,226.72
9,5,17,22419,176.65
3,3,18,19775,188.06
100,5,11,18847,186.86
4,6,3,15333,212.5
5,6,18,21822,176.48
9,3,16,20945,161.78
2,5,12,17881,182.27
8,2,1,9215.1,350.13
100,5,6,17259,193.78
10,3,5,15856,202.08
1000,4,7,3122.1,801.62
2,1,6,12043,254.55
6,4,12,19414,179.52
2,4,4,13608,233.05
6,5,16,19668,167.11
2,6,14,18865,199.41
2,2,15,16557,202.01
2,2,2,11914,274.71
5,2,1,9314.4,359.04
8,6,11,19933,180.42
10,1,16,14224,225.61
3,3,2,13119,266.57
5,6,13,19954,193.66
4,6,4,15648,212.93
1000,3,12,3234.8,819.08
4,3,7,16810,198.19
1000,3,8,3105,818.54
1,1,2,10818,316.58
2,3,18,19432,180.34
5,4,2,12743,251.42
4,4,14,18605,180.45
3,2,16,19593,183.14
1,6,1,8439.5,391.66
7,6,5,16080,222.37
10000,3,7,607.29,6151
8,6,1,9805.8,335.85
10,2,16,19697,183.34
4,3,5,15654,220.2
6,1,4,12759,258.19
1,4,18,18807,189.21
2,5,18,19959,183.08
4,5,2,12668,251.24
1000,6,13,3438.6,748.1
100,2,8,17503,204.08
6,3,15,19994,159.31
1000,2,18,2919.8,845.39
5,2,11,17492,212.48
10,1,8,15960,196.1
5,3,16,19893,175.26
6,1,16,14237,236.34
6,3,14,19247,178.88
