F,Smoother,ColorGS,RelaxParameter,V,Jacobi,Line,ZebraLine,Cycle,Alpha,Beta,PreSmoothing,PostSmoothing,NumberIterations-, TimeToSolution- 
1,1,0,1,0,0,1,0,1,75,30,8,6,4,162.903
0,1,0,0,1,0,0,1,1,80,40,1,5,5,78.257
1,1,0,1,0,0,0,1,1,80,60,7,2,5,148.045
1,1,0,1,0,0,0,1,1,45,45,6,5,4,135.671
1,1,0,0,0,0,1,0,1,25,75,5,4,8,224.702
0,1,0,0,1,1,0,0,1,20,70,5,3,501,7023.121
0,1,0,1,1,1,0,0,1,70,75,7,3,9,151.872
0,1,1,1,1,0,0,0,1,30,85,4,3,6,76.531
0,1,0,1,1,0,0,1,1,85,50,7,3,4,92.22899999
0,1,0,1,1,0,1,0,1,30,85,1,0,53,261.364
0,1,0,1,1,1,0,0,1,75,40,3,1,14,118.079
0,1,0,0,1,1,0,0,1,80,35,1,7,13,194.766
0,1,0,1,1,0,1,0,1,80,65,7,0,8,147.842
1,1,1,1,0,0,0,0,1,50,80,2,6,5,98.84400001
0,1,0,1,1,0,1,0,1,85,5,2,2,5,54.15
0,1,1,0,1,0,0,0,1,90,35,5,1,7,76.115
1,1,0,0,0,1,0,0,1,40,85,5,3,22,409.496
1,1,1,1,0,0,0,0,1,45,65,7,4,4,95.821
0,1,0,1,1,1,0,0,1,80,75,0,2,62,361.28
1,1,0,1,0,1,0,0,1,35,80,8,8,7,239.287
1,1,0,0,0,0,0,1,1,15,90,1,8,5,141.335
1,1,0,0,0,0,0,1,1,70,20,5,8,4,168.545
1,1,0,1,0,1,0,0,1,60,30,0,1,78,482.267
1,1,0,1,0,1,0,0,1,70,30,6,1,13,218.175
0,1,0,0,1,0,0,1,1,20,75,7,3,10,214.8
0,1,0,1,1,0,0,1,1,30,65,7,5,6,155.624
0,1,0,1,1,0,1,0,1,55,90,3,7,5,114.913
0,1,0,0,1,1,0,0,1,55,40,7,1,20,287.048
1,1,0,1,0,0,1,0,1,25,75,2,6,10,248.985
1,1,0,1,0,0,1,0,1,80,40,6,8,4,172.096
0,1,0,1,1,1,0,0,1,70,50,2,4,9,102.272
1,1,0,1,0,1,0,0,1,90,40,4,7,7,170.445
1,1,1,0,0,0,0,0,1,90,80,6,8,22,624.888
0,1,0,1,1,1,0,0,1,90,75,0,5,64,624.931
0,1,0,0,1,1,0,0,1,55,60,1,4,9,99.051
0,1,0,1,1,1,0,0,1,60,65,4,3,8,111.789
1,1,0,1,0,1,0,0,1,30,80,2,4,14,208.434
1,1,0,0,0,1,0,0,1,70,70,4,7,7,170.454
0,1,0,1,1,0,0,1,1,85,55,3,4,5,84.054
1,1,0,1,0,1,0,0,1,60,90,0,7,12,205.074
0,1,0,1,1,0,0,1,1,65,45,6,0,5,75.169
1,1,0,0,0,0,1,0,1,90,20,8,4,4,165.38
0,1,0,1,1,1,0,0,1,30,75,3,0,26,181.813
0,1,0,1,1,1,0,0,1,15,80,1,2,107,780.749
1,1,0,0,0,1,0,0,1,70,35,3,3,11,164.115
0,1,1,0,1,0,0,0,1,55,50,5,7,5,98.792
1,1,0,1,0,0,0,1,1,65,85,0,1,38,268.054
0,1,0,0,1,0,0,1,1,85,20,3,1,6,71.855
0,1,0,1,1,1,0,0,1,45,55,3,1,13,115.659
1,1,0,1,0,1,0,0,1,55,60,3,4,7,123.058
0,1,0,0,1,0,1,0,1,90,75,4,4,19,355.477
0,1,0,1,1,0,0,1,1,20,80,3,8,10,233.734
0,1,0,1,1,0,1,0,1,75,70,6,0,9,131.982
