Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-
3,3,9,2.62E+05,1024,17633,182.47
3,6,6,2.62E+05,1024,15574,203.43
3,6,1,2.62E+05,2048,8443.9,350.41
3,6,3,2.62E+05,2048,13830,219.69
3,1,6,1.05E+08,1024,12052,258.38
2,6,2,1.05E+08,2048,11403,172.53
1,3,6,5.24E+06,1024,12952,73.688
1,1,2,5.24E+06,512,10991,90.148
3,2,12,2.62E+05,2048,15494,199.53
2,2,12,1.05E+08,1024,14810,139.85
1,2,12,1.05E+07,1024,20356,48.387
2,6,3,2.62E+05,1024,11950,167.23
1,2,2,2.62E+05,2048,11125,86.779
2,1,12,1.05E+08,512,12999,152.14
1,1,12,1.05E+07,512,14767,65.394
3,6,9,1.05E+06,2048,17086,178.92
3,3,2,2.62E+05,1024,11345,260.53
1,6,6,1.05E+08,1024,12891,77.633
3,1,2,1.05E+06,1024,11301,275.85
2,3,12,2.62E+05,2048,14306,137.43
2,6,1,1.05E+06,1024,9521.7,198.07
3,2,2,1.05E+08,512,11349,272.31
1,6,12,5.24E+06,512,13565,68.332
1,1,2,1.05E+06,2048,10820,93.632
3,2,12,5.24E+06,1024,15855,191.91
1,1,2,1.05E+07,2048,10839,91.767
1,6,12,1.05E+06,2048,13861,66.109
1,1,6,2.62E+05,2048,13516,71.818
3,1,6,5.24E+06,1024,11652,261.55
1,2,2,2.62E+05,512,11323,86.081
2,3,1,2.62E+05,512,9701.8,204.75
3,2,1,5.24E+06,2048,8473,365.42
2,3,2,1.05E+07,512,11551,171.29
2,1,6,1.05E+06,512,12742,159.03
2,2,2,1.05E+08,2048,12351,158.01
1,1,9,2.62E+05,512,14975,65.207
3,3,3,5.24E+06,1024,13463,228.15
2,2,1,1.05E+07,2048,8674.8,231.9
1,3,12,1.05E+07,512,13475,68.503
3,2,12,5.24E+06,512,15955,200.74
3,2,9,5.24E+06,2048,15224,205.93
1,1,1,1.05E+08,1024,9333.8,102.77
3,1,6,5.24E+06,2048,11978,244.07
2,6,1,1.05E+08,2048,9819.2,196.16
1,1,2,1.05E+07,512,10803,91.932
1,3,1,5.24E+06,2048,8404,114.93
2,6,12,1.05E+08,512,15663,125.43
2,1,12,2.62E+05,2048,13618,145.04
3,6,3,1.05E+07,1024,14127,212.09
1,3,9,5.24E+06,2048,13104,70.247
1,6,1,1.05E+07,1024,8467.4,113.06
2,2,3,1.05E+06,512,12469,162.72
1,1,3,5.24E+06,512,12959,76.212
1,1,6,1.05E+07,1024,13915,69.791
2,2,9,2.62E+05,512,13979,144.14
1,1,9,1.05E+08,1024,14686,65.76
2,1,2,5.24E+06,2048,11496,174.97
