Max_spout,Spliters,Counters,Throughput+,Latency-
1,3,9,5258.3,2.0457
100,6,15,24599,30.51
1.00E+06,6,12,28919,741.02
1.00E+06,1,18,58326,86354
1000,6,9,26511,307.33
1.00E+06,6,1,52828,73243
10,3,15,16905,6.2653
1000,6,6,27448,277.18
10,3,12,17287,6.1786
10,3,3,16797,6.415
1,1,12,4275.4,2.3254
1.00E+05,2,1,7977.6,78965
1.00E+05,3,6,21296,1548.2
10,2,6,21618,4.8312
1.00E+06,1,12,55320,91290
100,2,1,9506.6,109.87
10000,1,12,21385,4985.3
100,2,9,30659,36.679
100,2,12,33320,34.184
100,6,3,22524,47.047
1.00E+05,6,6,25775,1066.2
1.00E+06,2,1,38501,72876
1.00E+05,2,3,26935,35250
10,3,9,17217,5.9988
1.00E+06,3,18,20184,1516.5
1.00E+05,6,12,29156,697.91
1,2,15,4643.2,2.2503
1000,3,9,22074,480.99
1.00E+05,2,15,34852,27668
1000,2,1,9034.6,1217.3
10,1,1,9276.1,12.039
10,2,15,22447,4.7671
1.00E+05,6,3,21885,1960.1
10000,3,15,22331,1447.1
10000,3,3,19143,1658.2
1.00E+05,1,6,19583,46923
1.00E+06,2,12,64455,65922
1,3,6,5372.8,1.9353
10000,6,9,27814,655.03
100,6,18,25682,29.727
1000,3,3,22331,505.4
1.00E+06,2,15,58581,59230
100,6,6,24578,38.387
1.00E+06,3,9,21188,1713.5
1,6,1,5318.7,1.9595
1000,1,12,25936,446.51
100,3,6,21693,52.732
1000,1,1,9573.1,1132.4
1,1,18,4382.4,2.3919
10000,6,3,22006,1871.2
