Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-
3,1000,3,300,1.00E+05,1.00E+05,1.30E+05,183.61
3,100,18,10,1.00E+07,1000,38921,102.38
1,10,12,120,1.00E+06,1.00E+05,37801,2.2256
1,10,3,300,1.00E+05,1.00E+05,36438,2
3,1000,18,60,1.00E+06,1.00E+05,1.09E+05,234.14
1,10,15,10,1.00E+06,1.00E+05,36865,2.2861
1,1000,15,120,1.00E+06,10000,59495,122.54
1,100,9,120,1.00E+06,1.00E+05,37658,20.877
3,10,6,120,1.00E+05,1.00E+05,14400,18.366
3,10,12,300,1.00E+07,1.00E+05,10327,24.878
1,1000,1,120,1.00E+06,10000,465.39,19671
1,10000,9,1,1.00E+07,1.00E+05,1.03E+05,428.33
1,10000,3,60,1.00E+06,1000,1.33E+05,379.03
1,100,2,60,1.00E+05,10000,6976.4,138.18
3,10000,1,300,2.00E+06,1000,6510.5,25909
3,10,1,120,1.00E+05,1.00E+05,84.125,2990.1
1,10000,12,300,2.00E+06,1.00E+05,1.47E+05,423
1,1000,15,120,1.00E+05,1000,58855,123.43
3,10000,6,300,1.00E+07,1000,1.84E+05,1182.5
1,10000,1,120,1.00E+07,10000,4706.5,29314
3,100,12,120,2.00E+06,1.00E+05,40868,66.741
1,10000,6,120,2.00E+06,1.00E+05,1.34E+05,347.12
3,10000,18,1,1.00E+05,1000,1.98E+05,1193
1,100,9,300,1.00E+07,10000,33932,20.963
1,10,1,300,2.00E+06,10000,5288.8,9.8958
1,10000,1,10,1.00E+07,10000,4114,32808
1,100,2,120,1.00E+07,10000,6266.7,157.23
1,10000,18,1,1.00E+06,10000,1.55E+05,436.4
1,10,15,1,2.00E+06,10000,34860,2.455
1,100,18,120,1.00E+05,10000,21117,37.254
3,1000,18,1,1.00E+06,1000,1.12E+05,208.99
1,10,3,120,1.00E+05,1000,37948,2.0216
1,1000,18,300,1.00E+05,1000,60137,127.21
1,10000,15,300,2.00E+06,1.00E+05,1.60E+05,403.89
1,1000,1,60,1.00E+05,10000,406.82,20706
3,10000,12,10,1.00E+07,1.00E+05,1.95E+05,1217.6
1,10000,15,10,2.00E+06,1.00E+05,1.54E+05,420.45
3,10,1,300,1.00E+05,10000,918.53,295.69
1,100,9,120,1.00E+06,10000,40146,19.01
3,10,12,120,1.00E+06,1.00E+05,10235,23.176
3,1000,9,60,1.00E+06,10000,1.30E+05,184.23
1,10,3,60,1.00E+07,1.00E+05,36881,2.2148
3,100,2,1,1.00E+06,10000,15792,916.33
3,100,1,1,2.00E+06,1.00E+05,81.882,28368
3,100,12,60,1.00E+05,1000,37868,66.295
1,100,1,10,2.00E+06,1000,31166,28.246
1,1000,3,1,1.00E+07,1.00E+05,69148,114.14
3,10000,9,300,1.00E+05,1000,2.09E+05,999.07
3,10,15,300,2.00E+06,1000,10932,23.929
3,1000,2,1,1.00E+06,1.00E+05,2034.6,7187.1
1,1000,3,120,2.00E+06,1.00E+05,71140,100.75
3,10000,12,1,1.00E+05,10000,2.13E+05,1121.2
3,10000,18,60,1.00E+07,1.00E+05,1.97E+05,1434.1
1,1000,1,300,2.00E+06,1.00E+05,367.6,30834
3,100,3,10,1.00E+06,1000,39690,63.727
1,1000,6,1,1.00E+05,1000,75554,89.257
3,1000,6,60,1.00E+07,1000,1.22E+05,214.33
1,10000,3,1,1.00E+06,1.00E+05,1.37E+05,350.15
1,10000,6,60,1.00E+07,1000,1.26E+05,441.43
3,10,15,1,2.00E+06,1000,11337,24.147
1,10000,1,1,1.00E+05,1000,2790.9,25983
3,10,15,60,2.00E+06,1000,11281,24.25
3,10000,12,60,1.00E+06,10000,2.03E+05,1073.4
3,10,1,300,1.00E+05,1000,6584.2,39.389
3,10000,12,1,1.00E+07,10000,1.79E+05,1333.1
1,10,9,1,1.00E+06,1.00E+05,36131,2.0695
3,100,9,300,1.00E+06,10000,38710,65.283
3,100,12,1,1.00E+07,1000,34480,99.438
3,10000,9,10,2.00E+06,1000,2.15E+05,1081.2
3,100,2,10,1.00E+07,1000,23684,150.42
3,100,3,60,1.00E+06,1000,39357,64.301
3,10000,9,300,1.00E+06,1000,2.10E+05,997.2
3,1000,2,1,2.00E+06,1000,64140,1109.3
1,10,1,300,1.00E+07,10000,6646.4,12.432
1,1000,2,10,1.00E+05,1000,10167,895.38
3,10000,3,10,1.00E+07,1000,2.02E+05,1081.7
1,10000,18,300,1.00E+06,1.00E+05,1.57E+05,426.38
1,10,12,120,2.00E+06,1000,36759,2.1412
1,1000,3,120,1.00E+05,1000,73157,95.792
1,10,15,120,1.00E+05,10000,36440,2
