Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-
1,3,2,1.05E+06,2048,11549,84.664
2,2,9,5.24E+06,2048,14160,143.35
2,3,2,1.05E+08,2048,11384,177.38
2,1,12,1.05E+07,2048,14456,135.19
1,3,12,1.05E+07,2048,12437,77.372
2,1,3,1.05E+06,512,12418,164.9
1,1,2,1.05E+07,2048,10839,91.767
1,3,3,1.05E+08,2048,12229,79.703
1,3,12,5.24E+06,2048,13094,74.428
2,1,6,1.05E+06,1024,12797,147.79
2,6,2,1.05E+07,1024,11537,176.59
1,1,3,2.62E+05,2048,12463,79.078
2,2,1,5.24E+06,2048,8458.9,238.33
1,2,6,5.24E+06,2048,16684,59.877
2,6,1,5.24E+06,1024,9711.3,198.34
3,1,2,1.05E+06,2048,11332,267.57
1,6,6,1.05E+08,2048,13254,73.818
3,6,2,5.24E+06,1024,11969,249.68
3,2,2,5.24E+06,1024,11615,265.34
1,6,9,1.05E+07,2048,13554,69.196
2,6,3,2.62E+05,1024,11950,167.23
2,2,1,1.05E+06,512,8212.6,245.08
1,6,1,1.05E+08,1024,8357.8,109.87
3,3,9,2.62E+05,2048,17079,180.64
1,1,1,1.05E+08,2048,9023.6,110.07
2,1,1,1.05E+08,512,8077.3,251.79
1,2,6,1.05E+06,512,17898,54.633
1,2,1,1.05E+06,2048,7811.1,127.36
3,2,3,5.24E+06,2048,12315,247.84
2,3,2,5.24E+06,512,11852,172.81
1,1,3,1.05E+07,512,12597,80.093
3,1,3,1.05E+08,2048,11900,255.07
3,3,12,2.62E+05,2048,17812,172.6
3,1,9,1.05E+06,2048,12279,240.32
1,1,12,5.24E+06,1024,14805,68.305
3,3,12,5.24E+06,2048,17944,172.88
2,2,6,2.62E+05,1024,13270,151.92
3,3,12,1.05E+08,512,18019,173.48
1,3,6,1.05E+08,2048,12455,73.217
2,6,9,1.05E+08,2048,14121,137.87
2,3,12,1.05E+08,512,14436,137.28
2,3,6,1.05E+07,512,12551,153.7
3,1,2,1.05E+07,2048,11561,263.6
2,1,9,1.05E+08,512,13791,147.23
2,1,6,1.05E+07,2048,12739,156.49
1,1,3,1.05E+07,2048,11983,80.941
1,6,1,1.05E+07,2048,8567.2,110.88
2,2,12,5.24E+06,2048,14184,137.27
2,6,9,1.05E+07,2048,14623,137.48
2,6,2,1.05E+07,2048,11603,172.51
2,2,2,5.24E+06,2048,12241,163.21
2,2,6,1.05E+06,1024,13093,154.87
1,2,3,1.05E+08,1024,14210,68.822
1,3,2,1.05E+08,1024,11901,81.936
1,1,12,1.05E+08,512,14220,66.596
1,3,3,1.05E+07,1024,11973,80.767
2,1,12,5.24E+06,2048,14311,134.94
3,6,12,1.05E+06,2048,18664,171.8
1,6,9,1.05E+08,512,13279,70.733
2,6,2,2.62E+05,2048,11493,169.03
3,2,12,2.62E+05,1024,15617,201.6
2,6,2,1.05E+08,1024,11777,172.76
3,6,1,1.05E+07,512,8560.2,354.29
2,3,9,1.05E+06,512,13802,139.24
1,1,9,2.62E+05,512,14975,65.207
2,3,6,1.05E+08,512,12741,156.58
1,1,3,1.05E+08,2048,12221,79.187
2,6,3,1.05E+08,1024,12007,165
3,6,2,1.05E+08,2048,12107,248.1
3,3,2,1.05E+08,512,11738,259.03
