Cluster,Max_spout,Spliters,Counters,Throughput+,Latency-,d2h
0,6549.68,2.0,14.32,44062.81,629.04,0.4
1,8812.93,5.0,6.76,34791.29,287.14,0.47
2,14894.8,4.0,6.53,41249.39,298.73,0.42
3,17870.85,2.0,6.46,47350.35,2659.4,0.38
4,19804.14,3.0,11.09,42942.04,283.31,0.41
5,27020.69,1.0,6.81,49988.72,3887.49,0.36
6,18518.5,1.0,17.5,46952.48,2725.44,0.38
7,50275.0,3.0,2.0,53265.75,430.72,0.33
8,28384.55,5.0,16.55,47314.73,380.72,0.38
9,20350.0,2.0,1.5,43225.33,5202.93,0.41
10,10109.5,6.0,10.0,32490.18,144.65,0.49
11,10331.62,6.0,3.69,41000.67,293.76,0.43
12,18367.0,4.0,16.83,37365.0,300.65,0.45
13,1000000.0,1.0,13.0,87425.33,44295.0,0.44
14,1000000.0,2.0,15.0,78058.0,14652.55,0.2
15,2440.0,4.0,12.4,53955.0,235.74,0.32
16,15733.0,1.0,2.14,35779.41,2695.76,0.47
17,1000000.0,4.0,16.5,56060.25,914.82,0.31
18,1000000.0,4.0,3.0,36625.67,1023.69,0.46
19,37.0,1.0,12.0,29250.13,7.62,0.52
