Cluster,Max_spout,Spliters,Counters,Throughput+,Latency-,d2h
0,20769.87,4.0,9.3,40181.63,595.22,0.43
1,16880.16,1.0,9.81,43496.26,2602.49,0.41
2,1000000.0,3.0,14.0,58240.4,814.92,0.29
3,19447.61,5.0,9.44,39975.08,340.45,0.43
4,22533.18,6.0,9.34,37837.13,414.22,0.45
5,15110.93,3.0,10.2,44136.56,493.03,0.4
6,1000000.0,3.0,8.0,55889.2,801.61,0.31
7,20544.71,2.0,8.95,48526.23,2563.03,0.37
8,1000000.0,1.0,5.0,65424.8,67786.2,0.61
9,1000000.0,4.0,13.0,54385.45,868.77,0.32
10,1000000.0,6.0,3.0,48249.0,1740.62,0.37
11,1000000.0,6.0,10.5,46011.67,523.07,0.39
12,1000000.0,2.0,15.5,80053.33,15446.86,0.17
13,1000000.0,5.0,12.0,53740.0,834.47,0.32
14,1000000.0,5.0,4.5,40770.5,912.77,0.43
15,1000000.0,2.0,9.0,83872.33,31633.33,0.28
