Cluster,Extrema,EnabledOptimizations,DisabledOptimizations,Ls,Dcr,Cf,Lir,Inl,Lur,Wlur,Prfunr,Lus,Cse,Dfr,Wlt,Wlf,Awlf,Ivecyc,Ive,Ivesli,Wlflt,Ae,Dl,Rco,Uip,Dr,Ipc,Wlpg,Cp,Vp,Srf,Phm,Dpa,Msca,Wls,As,Wlsimp,Cwle,Lro,Lao,Pra,Rnb,Rip,Sde,Wlprop,Saa,Cyc,Scyc,Saacyc,Wlsd,Cts,Ucts,Maxoptcyc,Maxlur,Maxwlur,Maxprfur,Maxae,Initmheap,Initwheap,Compile-exit-,Compile-real-,d2h
0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,4.33,6.33,10.11,8.44,4551.11,551.11,0.0,0.83,0.0
1,0.16,1.0,1.0,0.11,0.01,0.02,0.02,0.01,0.01,0.01,0.03,0.03,0.03,0.02,0.01,0.02,0.14,0.04,0.02,0.04,0.02,0.01,0.01,0.02,0.13,0.01,0.02,0.01,0.01,0.03,0.02,0.0,0.01,0.01,0.06,0.01,0.0,0.04,0.01,0.05,0.04,0.01,0.12,0.01,0.09,0.01,0.03,0.01,0.0,0.11,0.02,0.18,11.34,5.64,10.36,7.52,8.15,5870.47,501.81,0.46,1.19,0.01
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.51,5.71,10.91,11.91,5.64,6013.67,512.58,0.0,0.82,0.0
3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.17,9.0,9.0,15.33,6.33,3754.67,677.33,0.0,0.83,0.0
4,0.06,1.0,1.0,0.0,0.0,0.06,0.0,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.06,1.0,0.0,0.06,0.0,0.06,0.06,0.0,0.0,0.0,12.71,6.94,16.94,4.71,3.35,4156.24,922.35,0.0,0.98,0.0
5,0.0,1.0,1.0,0.17,0.0,0.07,0.03,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.14,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,11.66,3.86,5.03,12.28,6.45,7980.14,424.83,0.0,0.91,0.0
6,0.0,1.0,1.0,0.08,0.02,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.14,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.08,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,12.14,4.92,8.78,10.64,8.18,6574.08,291.2,0.0,1.16,0.01
7,1.0,1.0,1.0,1.0,0.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,0.94,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.71,0.94,0.94,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.12,8.59,13.65,12.29,8.59,5481.41,760.47,134.0,0.57,0.71
8,0.03,1.0,1.0,0.03,0.0,0.11,0.0,0.05,0.03,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.03,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.08,1.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.03,0.0,0.05,0.0,0.0,0.03,0.0,0.0,0.03,0.03,0.0,0.0,14.63,6.87,11.34,4.16,4.74,8784.84,580.21,0.0,1.05,0.01
9,0.14,1.0,1.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,1.0,2.71,1.43,1.86,1316.57,54.86,0.0,1.64,0.01
