Cluster,Extrema,EnabledOptimizations,DisabledOptimizations,Ls,Dcr,Cf,Lir,Inl,Lur,Wlur,Prfunr,Lus,Cse,Dfr,Wlt,Wlf,Awlf,Ivecyc,Ive,Ivesli,Wlflt,Ae,Dl,Rco,Uip,Dr,Ipc,Wlpg,Cp,Vp,Srf,Phm,Dpa,Msca,Wls,As,Wlsimp,Cwle,Lro,Lao,Pra,Rnb,Rip,Sde,Wlprop,Saa,Cyc,Scyc,Saacyc,Wlsd,Cts,Ucts,Maxoptcyc,Maxlur,Maxwlur,Maxprfur,Maxae,Initmheap,Initwheap,Compile-exit-,Compile-real-,d2h
0,0.0,1.0,1.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,4.0,1.0,7.0,13.0,10.0,9216.0,672.0,0.0,0.81,0.0
1,0.09,1.0,1.0,0.0,0.02,0.0,0.0,0.0,0.02,0.04,0.41,0.0,0.02,0.02,0.0,0.0,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.04,0.02,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.04,0.02,0.02,0.26,0.0,0.02,0.0,0.54,0.0,0.0,0.0,0.04,0.0,5.57,9.07,7.39,6.96,8.48,6255.3,621.22,0.0,1.05,0.01
2,0.0,1.0,1.0,0.0,0.0,0.0,0.03,0.0,0.0,0.29,0.0,0.0,0.84,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.06,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,9.74,6.74,6.71,10.26,4.1,7894.71,260.13,0.0,1.19,0.01
3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.06,0.06,0.06,0.0,0.0,0.0,0.06,0.06,0.06,0.0,0.06,0.0,0.06,0.0,0.0,0.06,0.0,6.82,8.53,6.12,7.18,7.82,4035.76,408.47,0.0,0.83,0.0
4,0.03,1.0,1.0,0.01,0.01,0.07,0.01,0.0,0.04,0.08,0.03,0.03,0.0,0.18,0.03,0.04,0.01,0.0,0.0,0.0,0.0,0.04,0.1,0.0,0.12,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.0,0.01,0.08,0.18,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.03,0.12,0.07,0.0,0.08,2.38,8.0,12.58,11.51,7.49,6954.67,607.11,0.0,2.59,0.02
5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.07,0.07,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,3.79,9.93,9.57,9.21,7.14,6582.86,786.29,0.0,0.8,0.0
6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.76,0.0,0.41,0.06,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.0,9.18,1.47,18.12,14.24,2.65,10300.24,813.18,0.0,1.32,0.01
7,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.97,1.0,1.0,1.0,1.0,0.97,1.0,1.0,0.97,1.0,0.97,0.97,0.97,0.87,1.0,0.93,1.0,0.97,1.0,0.97,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.97,1.0,0.97,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,0.87,1.0,0.97,1.0,8.2,8.57,8.6,17.63,5.23,3140.27,682.67,129.53,0.98,0.68
8,0.0,1.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.75,9.5,8.13,7.0,7.0,7168.0,686.0,0.0,0.85,0.0
9,0.0,1.0,1.0,0.23,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,1.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.04,9.62,9.35,2.85,8.04,8.08,9728.0,599.38,0.0,0.86,0.0
